c,subj,speed,movedur,mpowernet,minfunc,sumtorque,sumforceout,sumforcemus,sumstress,sumactstate,sumdrive,sumumber
3,3,6,1.25,5.01,2,0.83199,10.899,1109.8,11222,0.32654,0.088085,25.089
3,3,7,1.43,3.8,2,0.67176,9.2652,901.05,9113.7,0.31302,0.085048,24.735
3,4,2,0.629,28.4,2,5.2761,89.03,6931,64836,0.6737,0.23507,59.42
3,4,3,0.69,20.1,2,4.2417,72.482,5564.3,48889,0.59819,0.21705,54.583
3,4,4,0.864,4.21,2,2.0097,38.66,2631.5,24758,0.35874,0.12827,34.243
3,4,5,1.07,-1.15,2,1.1529,22.636,1503.4,15036,0.27518,0.089081,26.25
3,4,6,1.32,17.8,2,0.67109,13.267,875.55,9639.1,0.22539,0.074149,22.922
3,4,7,1.48,12.8,2,0.52919,10.555,691.37,7094,0.19439,0.065208,20.507
3,5,2,0.586,180,2,7.0427,100.14,9334,96677,0.87811,0.2693,67.604
3,5,3,0.693,97.9,2,4.3468,61.68,5733.5,58765,0.64305,0.21122,52.278
3,5,4,0.895,72.5,2,1.9435,29.835,2563,24192,0.39617,0.12872,33.531
3,5,5,1.08,49,2,1.2996,19.724,1715.8,15262,0.34419,0.10193,28.914
3,5,6,1.25,57,2,0.77825,12.564,1036,10467,0.26281,0.082414,24.158
3,5,7,1.46,54.1,2,0.57726,9.394,763.94,7704.2,0.23657,0.073332,21.989
3,6,2,0.635,54.1,2,5.6456,88.594,7408.1,71369,0.7411,0.24801,63.204
3,6,3,0.702,27.9,2,3.8562,65.027,5063.3,49175,0.55343,0.19146,48.843
3,6,4,0.829,31.5,2,2.3094,40.943,3028.4,28951,0.42441,0.14029,37.428
3,6,5,0.999,19.2,2,1.4222,25.65,1859.5,17418,0.34917,0.1097,31.278
3,6,6,1.16,2.46,2,0.98701,17.866,1298.2,12406,0.29386,0.087489,26.277
3,6,7,1.29,6.16,2,0.80143,14.59,1045.2,11126,0.266,0.080161,24.52
3,7,2,0.541,122,2,8.1313,126.75,10695,1.0319e+05,0.96553,0.30353,78.194
3,7,3,0.667,54.4,2,4.5703,71.366,6020.3,55053,0.66019,0.22118,55.916
3,7,4,0.87,37,2,1.9674,32.695,2593.5,23784,0.37633,0.12588,33.469
3,7,5,1.05,7.63,2,1.1384,20.679,1500,14452,0.29963,0.09227,26.86
3,7,6,1.23,27.5,2,0.81458,14.334,1071.7,10537,0.26186,0.077869,23.586
3,7,7,1.41,4.67,2,0.59885,10.942,791.9,7527.4,0.23135,0.072758,22.412
3,8,2,0.584,123,2,5.7753,105.96,7576.5,66234,0.69714,0.23856,61.629
3,8,3,0.661,79.9,2,4.3055,76.25,5638.7,55559,0.59107,0.20614,52.378
3,8,4,0.831,35.1,2,2.2219,40.277,2913.3,27043,0.40732,0.14287,37.566
3,8,5,0.982,47.2,2,1.5345,27.01,2005.9,16773,0.34198,0.1112,30.81
3,8,6,1.15,12.8,2,1.1,19.866,1443.3,12422,0.31426,0.095848,28.31
3,8,7,1.27,38.6,2,0.81763,15.424,1068.3,10027,0.26875,0.082929,25.451
4,1,2,0.628,94.8,2,6.7966,138.2,8902,80770,0.68745,0.23247,60.217
4,1,3,0.73,53.9,2,4.8479,95.993,6330.5,58337,0.54282,0.18952,48.503
4,1,4,0.894,21,2,2.7694,59.211,3596.2,36336,0.40067,0.13514,36.531
4,1,5,1.03,28.5,2,1.8418,40.821,2385.9,23232,0.33932,0.10736,30.85
4,1,6,1.2,9.57,2,1.2497,27.923,1623.8,17214,0.27952,0.084127,25.434
4,1,7,1.38,6.3,2,0.97119,22.168,1261.2,13889,0.25147,0.074296,23.397
4,2,2,0.562,295,2,11.252,203.76,14716,1.5719e+05,1.0322,0.31558,84.302
4,2,3,0.637,146,2,7.2282,136.76,9481.4,98485,0.73151,0.23767,61.442
4,2,4,0.831,91.4,2,3.6456,71.289,4768.5,41168,0.4876,0.16394,41.897
4,2,5,0.951,95.2,2,2.5127,48.015,3286.5,30877,0.38534,0.13098,34.636
4,2,6,1.23,24.4,2,1.1562,24.279,1507.7,16983,0.2707,0.082951,24.599
4,2,7,1.37,46.8,2,0.9394,20.497,1230.7,12416,0.24668,0.079454,23.476
4,3,2,0.612,119,2,9.2778,117.47,12342,1.1718e+05,1.0603,0.2961,72.153
4,3,3,0.679,70.4,2,6.6858,82.792,8950,81416,0.85149,0.24315,58.311
4,3,4,0.871,64.6,2,3.4524,45.584,4623,42814,0.59498,0.17174,41.971
4,3,5,1.06,40.8,2,1.959,27.059,2624.9,26871,0.45875,0.12226,32.46
4,3,6,1.25,21.8,2,1.3242,19.361,1772.3,17071,0.39217,0.10183,28.244
4,3,7,1.38,18.5,2,1.0693,15.173,1431,15107,0.36297,0.095775,27.058
4,4,2,0.604,130,2,9.9514,166.33,13090,1.2088e+05,0.95045,0.29379,77.063
4,4,3,0.724,26,2,5.3046,96.325,6985.3,67761,0.62007,0.20702,52.116
4,4,4,0.878,2.65,2,3.0078,60.265,3935.1,36111,0.45168,0.15156,39.888
4,4,5,1.09,2.4,2,1.6814,33.881,2196.7,22250,0.34288,0.10443,29.779
4,4,6,1.27,4.19,2,1.123,22.797,1465.2,16152,0.276,0.080372,24.313
4,4,7,1.44,0.623,2,0.85432,17.506,1116.7,11902,0.24483,0.072204,22.468
4,5,2,0.676,146,2,7.9928,109.57,10551,1.044e+05,0.91424,0.27709,68.955
4,5,3,0.727,115,2,6.9161,95.742,9170.6,84210,0.81075,0.24958,60.976
4,5,4,0.908,43.8,2,3.0245,46.777,4024.5,35944,0.47557,0.15343,38.252
4,5,5,1.07,44.3,2,1.9151,30.525,2534.3,25518,0.41088,0.11702,31.799
4,5,6,1.24,38.9,2,1.2355,21.469,1635.1,16800,0.33665,0.094863,27.258
4,5,7,1.41,24.3,2,0.91326,17.116,1208.5,13590,0.28893,0.088912,25.255
4,6,2,0.603,122,2,7.8996,139.38,10376,1.0371e+05,0.82785,0.25215,65.01
4,6,3,0.692,71.7,2,6.2892,110.73,8278.4,77908,0.70552,0.22893,57.547
4,6,4,0.843,21.6,2,3.1979,58.554,4187.3,41593,0.48353,0.15629,40.421
4,6,5,1,22.1,2,2.1726,37.891,2846.5,27375,0.42418,0.13028,35.131
4,6,6,1.16,21.7,2,1.5382,28.712,2017.1,20029,0.3591,0.10689,30.521
4,6,7,1.36,11.4,2,1.0266,20.657,1351.8,13571,0.28874,0.08499,25.426
4,7,2,0.599,171,2,10.274,164.42,13579,1.3002e+05,1.0312,0.30656,79.242
4,7,3,0.67,92.7,2,6.2389,108.27,8225.5,71568,0.70213,0.21937,56.087
4,7,4,0.854,51.6,2,3.0813,54.543,4068.8,37660,0.48082,0.14715,38.497
4,7,5,1.04,32.4,2,1.8558,35.217,2437.9,24744,0.38171,0.11593,31.801
4,7,6,1.23,47.2,2,1.1921,22.398,1571,16260,0.30191,0.087885,25.664
4,7,7,1.39,29.4,2,0.89808,16.934,1187.9,12025,0.27865,0.081764,24.456
4,8,2,0.607,126,2,8.8683,157.12,11659,98518,0.90423,0.2776,71.37
4,8,3,0.686,91.1,2,6.0172,109.34,7912.9,70102,0.67081,0.21918,55.119
4,8,4,0.831,68.8,2,3.6549,64.96,4802.1,41355,0.50357,0.16706,42.36
4,8,5,0.999,42.8,2,2.0284,37.31,2663.4,25134,0.3835,0.11641,32.011
4,8,6,1.16,32.9,2,1.4513,28.18,1913.8,18967,0.32869,0.098595,28.245
4,8,7,1.31,31.1,2,1.1489,22.581,1508.8,15561,0.30454,0.088124,26.018
1,1,2,0.581,41,3,0.89717,11.916,1043.7,14363,0.37355,0.14451,40.975
1,1,3,0.645,14.9,3,0.70898,9.0719,813,10083,0.31527,0.11834,35.395
1,1,4,0.85,22.3,3,0.29995,4.052,330.79,4199.8,0.17239,0.057118,20.311
1,1,5,0.995,3.13,3,0.18143,2.6404,188.17,2534.4,0.12779,0.041341,16.281
1,1,6,1.23,30,3,0.11575,1.6525,118.59,1686.5,0.099033,0.033431,13.537
1,1,7,1.38,23,3,0.090352,1.1424,92.453,1352.9,0.089556,0.033838,13.056
1,2,2,0.544,154,3,1.2408,15.674,1488.3,18283,0.4881,0.176,48.274
1,2,3,0.616,54,3,0.85995,10.878,996.7,12516,0.36484,0.13048,37.813
1,2,4,0.821,31.5,3,0.39339,4.8755,446.12,6160.8,0.21694,0.07071,23.091
1,2,5,1.05,42.1,3,0.21082,2.8272,229.72,3024.2,0.14506,0.046717,16.695
1,2,6,1.17,55.5,3,0.13836,2.1605,147.56,2074.1,0.11248,0.037778,14.209
1,2,7,1.35,37.2,3,0.10955,1.6661,113.83,1606.7,0.10455,0.035192,13.428
1,3,2,0.558,65,3,1.5987,13.49,1925.6,24354,0.75676,0.21453,55.358
1,3,3,0.665,13.2,3,1.0207,7.7403,1200.7,14171,0.59462,0.15804,43.281
1,3,4,0.85,20.6,3,0.4542,3.7356,522.05,6215.2,0.36118,0.08688,26.789
1,3,5,1.1,8.07,3,0.2216,1.992,244.63,3336.6,0.23397,0.052837,18.313
1,3,6,1.28,3.42,3,0.16879,1.4725,179.91,2641.5,0.21127,0.051341,17.555
1,4,2,0.624,58.3,3,0.8775,10.5,1027.1,11121,0.40156,0.14984,42.244
1,4,3,0.733,14.2,3,0.49156,5.8552,560.77,6572.5,0.25625,0.088545,27.818
1,4,4,0.851,13.4,3,0.30337,3.8807,329.02,4025.5,0.18364,0.058645,20.386
1,4,5,1.09,22.5,3,0.16041,2.1625,166.36,2165.2,0.12679,0.038599,15.22
1,4,6,1.29,3.84,3,0.10692,1.4633,110.48,1489.5,0.10197,0.032975,13.061
1,5,1,0.529,141,3,1.468,15.853,1793,24971,0.63699,0.20218,53.655
1,5,2,0.591,125,3,1.3174,13.14,1595.4,19902,0.61789,0.19553,51.936
1,5,3,0.669,56.5,3,0.8867,8.5464,1051.1,12573,0.44178,0.13791,38.176
1,5,4,0.862,56.1,3,0.37047,3.9551,421.67,5668.2,0.25621,0.069016,22.681
1,5,5,1.03,61.9,3,0.22915,2.6659,248.7,3034.9,0.18901,0.051082,18.299
1,5,6,1.25,41.7,3,0.16026,1.7944,170.3,2433.8,0.16762,0.044301,16.434
1,6,1,0.542,73.4,3,1.4476,16.168,1750.9,22676,0.62249,0.20887,55.921
1,6,2,0.597,69.4,3,1.1052,12.435,1316.3,17517,0.49793,0.16785,45.82
1,6,3,0.681,50.2,3,0.76621,8.2623,881.73,10855,0.37053,0.12144,35.311
1,6,4,0.826,19,3,0.38357,4.5439,432.98,5546.5,0.23134,0.068354,22.93
1,6,5,1.01,11.5,3,0.23665,2.927,255.01,3061.8,0.1729,0.049912,18.201
1,6,6,1.16,13.3,3,0.16418,2.1333,174.64,2385.7,0.14314,0.042392,16.072
1,7,1,0.511,88.9,3,1.4156,16.664,1724,21136,0.61695,0.20497,55.65
1,7,2,0.568,67.6,3,1.1016,12.14,1299.4,14601,0.49829,0.17194,47.326
1,7,3,0.68,55.1,3,0.66801,6.8151,768.46,8782,0.36101,0.11613,34.431
1,7,4,0.87,20,3,0.29463,3.3036,331.12,3967.4,0.20122,0.061291,20.517
1,7,5,1.04,39.2,3,0.17028,2.0843,182.64,2605.4,0.14673,0.042892,15.973
1,7,6,1.23,11.4,3,0.11935,1.4998,126.08,1742.5,0.12231,0.038102,14.119
1,8,1,0.5,171,3,1.1702,14.642,1416.7,17749,0.5217,0.18216,50.719
1,8,2,0.547,104,3,1.0206,12.412,1226.6,15104,0.46455,0.16342,45.504
1,8,3,0.659,40.9,3,0.64742,7.3314,739.76,8544.8,0.3244,0.11069,32.91
1,8,4,0.822,29,3,0.33055,4.0434,375.25,4232,0.2109,0.067382,22.574
1,8,5,0.938,46.9,3,0.24622,3.0638,265.44,2871.7,0.17663,0.052859,19.36
1,8,6,1.14,41,3,0.15032,1.9853,156.95,1815.2,0.1351,0.042512,16.216
2,1,2,0.6,69.5,3,2.8301,47.365,3464.7,41759,0.69199,0.23543,60.245
2,1,3,0.658,42.1,3,2.3055,38.723,2801.8,31111,0.59875,0.19902,52.425
2,1,4,0.85,23,3,1.0761,20.73,1279.8,13970,0.33725,0.11131,32.148
2,1,5,1.01,11.5,3,0.60662,11.69,717.48,8450.7,0.2607,0.077719,25.721
2,1,6,1.23,14.1,3,0.38061,7.45,446.65,5379.1,0.20307,0.061304,21.325
2,2,2,0.565,135,3,3.5199,60.805,4416.8,47494,0.856,0.27783,70.946
2,2,3,0.642,84.7,3,2.3198,38.93,2861.1,32128,0.61584,0.20128,52.08
2,2,4,0.836,45.1,3,1.0781,18.546,1292.7,14618,0.36157,0.11134,32.596
2,2,5,1.02,45.5,3,0.66623,11.285,791.17,9394.3,0.2839,0.085379,26.501
2,2,6,1.21,44.8,3,0.42571,7.6915,496.29,6661.6,0.22402,0.063321,21.539
2,2,7,1.4,29.7,3,0.33265,5.8045,385.41,4942.4,0.20332,0.066617,22.097
2,3,2,0.583,76.2,3,3.6034,39.022,4465.7,51255,1.0653,0.26972,66.57
2,3,3,0.695,40.3,3,2.4625,25.562,3049,34284,0.85387,0.22085,55.262
2,3,4,0.872,78.7,3,1.2838,14.197,1515,16032,0.56148,0.14043,38.218
2,3,5,1.03,15.6,3,0.69551,8.4648,818.62,10145,0.39957,0.091882,27.538
2,3,6,1.22,0.115,3,0.44421,5.2608,512.72,7271.3,0.30783,0.070696,22.338
2,3,7,1.39,25,3,0.37577,4.6567,427.83,5529.4,0.30175,0.072163,22.695
2,4,2,0.632,44.7,3,2.5031,39.257,3083.3,34384,0.67937,0.22849,58.252
2,4,3,0.711,35.2,3,2.0183,31.718,2456.7,26268,0.59603,0.19206,50.656
2,4,4,0.879,17.2,3,0.9064,16.047,1081,13147,0.32589,0.10145,29.966
2,4,5,1.08,8.87,3,0.55292,10.261,652.19,8076.4,0.24456,0.072692,23.591
2,4,6,1.29,0.553,3,0.3568,6.5961,419.09,5251.1,0.20049,0.061247,20.697
2,5,1,0.542,168,3,4.2486,57.628,5292.9,69503,1.1003,0.31013,77.153
2,5,2,0.616,104,3,3.7172,46.69,4595.3,49829,1.0188,0.29473,72.764
2,5,3,0.689,83.1,3,2.6852,31.785,3321.7,35449,0.8101,0.23723,59.323
2,5,4,0.884,51.6,3,1.1123,15.239,1339.2,15628,0.43631,0.121,33.68
2,5,5,1.07,28.3,3,0.64805,9.2187,777.13,8751.8,0.33428,0.08749,26.885
2,5,6,1.27,28.9,3,0.43092,6.5552,508.87,6217.7,0.27579,0.070023,23.265
2,6,1,0.558,79.5,3,3.7586,58.951,4718.9,62652,0.94199,0.29407,74.249
2,6,2,0.621,73.6,3,2.8515,45.446,3577.4,42027,0.79264,0.24629,63.782
2,6,3,0.706,36.9,3,1.9695,29.814,2429.9,29028,0.59199,0.18413,48.095
2,6,4,0.809,38.2,3,1.2633,19.637,1520.3,17915,0.44327,0.12803,36.218
2,6,5,0.996,11.8,3,0.69805,11.313,823.62,10308,0.31154,0.085954,27.195
2,6,6,1.16,5.6,3,0.43169,7.2828,505.6,6666.3,0.24275,0.066214,22.316
2,7,1,0.499,164,3,3.7736,63.518,4771.8,57594,0.9332,0.27712,71.266
2,7,2,0.525,133,3,3.9472,65.1,4986.5,55974,0.96238,0.28423,72.299
2,7,3,0.639,71.1,3,2.2644,34.635,2795.3,32857,0.6514,0.19119,50.83
2,7,4,0.84,35.1,3,1.0716,16.674,1284.5,14212,0.39758,0.11698,33.23
2,7,5,1.03,36.7,3,0.60314,9.8022,718.31,8749.7,0.28544,0.081161,25.518
2,7,6,1.2,33.5,3,0.42254,6.6177,495.18,6607.3,0.25058,0.068562,22.836
2,8,1,0.536,173,3,3.917,63.017,4909.5,52994,0.95898,0.29501,73.985
2,8,2,0.568,127,3,3.2951,52.752,4115,45167,0.83949,0.26294,66.488
2,8,3,0.671,64,3,2.1702,33.668,2653.4,30928,0.62777,0.19817,51.693
2,8,4,0.833,40.2,3,1.151,18.386,1389.7,14618,0.41078,0.12559,35.353
2,8,5,0.999,55,3,0.69308,11.543,829,9276.8,0.29561,0.087079,26.622
2,8,6,1.14,24.1,3,0.48171,7.8838,569.2,6319.4,0.26062,0.070811,23.568
3,1,2,0.611,65.8,3,5.5391,104.1,6824.2,83803,0.97157,0.29498,73.953
3,1,3,0.702,54.4,3,3.3779,67.209,4116.7,50125,0.67332,0.20631,53.254
3,1,4,0.842,33.3,3,2.0252,41.874,2452.2,28257,0.47613,0.14631,39.397
3,1,5,1.04,31.5,3,1.1213,24.822,1339.3,16876,0.34305,0.097347,29.663
3,1,6,1.19,26.1,3,0.8219,17.265,972.36,11969,0.29117,0.083488,25.737
3,1,7,1.43,2.6,3,0.55454,11.599,650.5,8736,0.2364,0.07627,23.577
3,2,2,0.574,174,3,6.6971,132.96,8386.3,97003,1.1265,0.3253,82.028
3,2,3,0.65,121,3,4.3566,81.551,5404.2,62171,0.82373,0.24952,62.156
3,2,4,0.848,59.5,3,2.2896,42.188,2793.6,31758,0.5435,0.1602,42.006
3,2,5,0.991,70.8,3,1.4142,27.351,1700.1,19646,0.42209,0.11959,34.123
3,2,6,1.17,42.5,3,0.90806,17.491,1079.2,12667,0.33351,0.0908,27.545
3,2,7,1.38,29.7,3,0.63537,13.232,756.79,10345,0.27203,0.079752,24.719
3,3,2,0.577,147,3,6.5331,80.863,8115.6,1.0083e+05,1.3523,0.31456,77.299
3,3,3,0.69,67.6,3,4.2904,50.86,5319.2,63168,1.0631,0.25535,62.284
3,3,4,0.876,29.8,3,2.2495,28.697,2751,31232,0.72014,0.1719,44.169
3,3,5,1.07,38.6,3,1.222,16.257,1479.9,18168,0.52503,0.11576,32.291
3,3,6,1.25,5.01,3,0.83199,10.899,1004.2,12444,0.44002,0.096623,28.412
3,3,7,1.43,3.8,3,0.67176,9.2652,792.92,10107,0.40546,0.091718,27.578
3,4,2,0.629,28.4,3,5.2761,89.03,6553.8,73162,0.97866,0.29128,71.351
3,4,3,0.69,20.1,3,4.2417,72.482,5231.6,54937,0.8567,0.26264,64.768
3,4,4,0.864,4.21,3,2.0097,38.66,2445.8,27715,0.50361,0.15057,40.071
3,4,5,1.07,-1.15,3,1.1529,22.636,1381.5,16662,0.37044,0.1025,30.42
3,4,6,1.32,17.8,3,0.67109,13.267,793.13,10608,0.2911,0.082339,25.847
3,4,7,1.48,12.8,3,0.52919,10.555,625.39,7804.7,0.25096,0.072732,23.135
3,5,2,0.586,180,3,7.0427,100.14,8787.6,1.0979e+05,1.2988,0.33071,80.77
3,5,3,0.693,97.9,3,4.3468,61.68,5383.3,66527,0.92744,0.25227,61.705
3,5,4,0.895,72.5,3,1.9435,29.835,2366.4,27193,0.56114,0.14896,39.207
3,5,5,1.08,49,3,1.2996,19.724,1566.6,16959,0.4637,0.11527,33.111
3,5,6,1.25,57,3,0.77825,12.564,935.12,11633,0.34626,0.090902,27.183
3,5,7,1.46,54.1,3,0.57726,9.394,681.5,8521.6,0.29786,0.078912,24.328
3,6,2,0.635,54.1,3,5.6456,88.594,7059.2,80735,1.0873,0.3056,75.785
3,6,3,0.702,27.9,3,3.8562,65.027,4802.6,55616,0.81224,0.23392,58.738
3,6,4,0.829,31.5,3,2.3094,40.943,2826.6,32483,0.60069,0.16356,43.863
3,6,5,0.999,19.2,3,1.4222,25.65,1706.9,19316,0.47334,0.12637,36.304
3,6,6,1.16,2.46,3,0.98701,17.866,1189.3,13745,0.39356,0.099819,30.406
3,6,7,1.29,6.16,3,0.80143,14.59,950.48,12280,0.34959,0.089761,27.93
3,7,2,0.541,122,3,8.1313,126.75,10227,1.1701e+05,1.4433,0.37487,93.717
3,7,3,0.667,54.4,3,4.5703,71.366,5692.6,62210,0.9637,0.26974,66.953
3,7,4,0.87,37,3,1.9674,32.695,2411.4,26697,0.53552,0.14725,39.235
3,7,5,1.05,7.63,3,1.1384,20.679,1370.6,16037,0.40292,0.10506,30.919
3,7,6,1.23,27.5,3,0.81458,14.334,972.65,11659,0.34549,0.087103,26.808
3,7,7,1.41,4.67,3,0.59885,10.942,712.82,8305.3,0.294,0.080182,25.129
3,8,2,0.584,123,3,5.7753,105.96,7240.7,75153,1.0217,0.2934,73.432
3,8,3,0.661,79.9,3,4.3055,76.25,5367,62805,0.86681,0.25294,62.865
3,8,4,0.831,35.1,3,2.2219,40.277,2727.4,30378,0.57666,0.1674,44.21
3,8,5,0.982,47.2,3,1.5345,27.01,1855.5,18600,0.46837,0.12853,35.839
3,8,6,1.15,12.8,3,1.1,19.866,1325.3,13748,0.43611,0.11195,33.347
3,8,7,1.27,38.6,3,0.81763,15.424,972.26,11029,0.35254,0.093379,29.09
4,1,2,0.628,94.8,3,6.7966,138.2,8369,90618,0.99664,0.2905,71.83
4,1,3,0.73,53.9,3,4.8479,95.993,5950.8,65483,0.78211,0.23461,58.194
4,1,4,0.894,21,3,2.7694,59.211,3360.9,40629,0.56138,0.16233,43.286
4,1,5,1.03,28.5,3,1.8418,40.821,2216.4,25798,0.46481,0.12672,36.149
4,1,6,1.2,9.57,3,1.2497,27.923,1488.8,19000,0.37514,0.097879,29.59
4,1,7,1.38,6.3,3,0.97119,22.168,1154.6,15272,0.33495,0.08604,27.196
4,2,2,0.562,295,3,11.252,203.76,14091,1.7769e+05,1.5327,0.3987,101.1
4,2,3,0.637,146,3,7.2282,136.76,8984.7,1.1133e+05,1.0764,0.29525,73.398
4,2,4,0.831,91.4,3,3.6456,71.289,4473.9,46256,0.69456,0.19995,50.27
4,2,5,0.951,95.2,3,2.5127,48.015,3059.2,34611,0.54216,0.15851,41.183
4,2,6,1.23,24.4,3,1.1562,24.279,1382.3,18792,0.36537,0.095937,28.586
4,2,7,1.37,46.8,3,0.9394,20.497,1126.5,13687,0.32904,0.091829,27.275
4,3,2,0.612,119,3,9.2778,117.47,11583,1.3319e+05,1.5529,0.35366,84.93
4,3,3,0.679,70.4,3,6.6858,82.792,8358.5,92046,1.2781,0.29496,69.893
4,3,4,0.871,64.6,3,3.4524,45.584,4248.7,47949,0.84591,0.19982,49.134
4,3,5,1.06,40.8,3,1.959,27.059,2333.2,29991,0.62473,0.13905,37.347
4,3,6,1.25,21.8,3,1.3242,19.361,1607.7,19040,0.54589,0.11629,32.732
4,3,7,1.38,18.5,3,1.0693,15.173,1265.7,16832,0.49217,0.10553,30.656
4,4,2,0.604,130,3,9.9514,166.33,12390,1.3659e+05,1.4054,0.37287,92.753
4,4,3,0.724,26,3,5.3046,96.325,6538.4,76261,0.89963,0.25499,62.54
4,4,4,0.878,2.65,3,3.0078,60.265,3654.2,40398,0.63454,0.17981,46.835
4,4,5,1.09,2.4,3,1.6814,33.881,2020.7,24792,0.47206,0.12287,35
4,4,6,1.27,4.19,3,1.123,22.797,1340.7,17887,0.37671,0.093614,28.519
4,4,7,1.44,0.623,3,0.85432,17.506,1019.9,13131,0.32986,0.082766,26.026
4,5,2,0.676,146,3,7.9928,109.57,9956.4,1.1817e+05,1.3525,0.34264,82.859
4,5,3,0.727,115,3,6.9161,95.742,8590.4,95372,1.2117,0.30901,73.691
4,5,4,0.908,43.8,3,3.0245,46.777,3704.5,40449,0.68339,0.1799,44.9
4,5,5,1.07,44.3,3,1.9151,30.525,2328.7,28579,0.57719,0.13575,37.219
4,5,6,1.24,38.9,3,1.2355,21.469,1486.8,18706,0.45119,0.10764,31.45
4,5,7,1.41,24.3,3,0.91326,17.116,1092.9,15112,0.38777,0.09902,28.72
4,6,2,0.603,122,3,7.8996,139.38,9885.2,1.1732e+05,1.2319,0.31621,78.619
4,6,3,0.692,71.7,3,6.2892,110.73,7838.4,87857,1.0406,0.28514,69.445
4,6,4,0.843,21.6,3,3.1979,58.554,3918.6,46714,0.691,0.18583,47.849
4,6,5,1,22.1,3,2.1726,37.891,2624.1,30579,0.59035,0.15192,41.237
4,6,6,1.16,21.7,3,1.5382,28.712,1867.1,22322,0.4992,0.12455,35.849
4,6,7,1.36,11.4,3,1.0266,20.657,1232.3,15012,0.38686,0.095712,29.042
4,7,2,0.599,171,3,10.274,164.42,12824,1.4674e+05,1.544,0.38563,95.497
4,7,3,0.67,92.7,3,6.2389,108.27,7788.9,80785,1.0298,0.27069,67.271
4,7,4,0.854,51.6,3,3.0813,54.543,3767.5,42286,0.68682,0.1748,45.58
4,7,5,1.04,32.4,3,1.8558,35.217,2265.2,27656,0.53733,0.13486,37.3
4,7,6,1.23,47.2,3,1.1921,22.398,1429.9,18061,0.40913,0.099907,29.56
4,7,7,1.39,29.4,3,0.89808,16.934,1079.8,13320,0.37843,0.092142,28.06
4,8,2,0.607,126,3,8.8683,157.12,11085,1.1152e+05,1.3508,0.35377,87.095
4,8,3,0.686,91.1,3,6.0172,109.34,7489.2,79197,0.98254,0.27217,66.546
4,8,4,0.831,68.8,3,3.6549,64.96,4497.5,46429,0.72746,0.20138,50.653
4,8,5,0.999,42.8,3,2.0284,37.31,2463.5,28105,0.54146,0.13705,37.808
4,8,6,1.16,32.9,3,1.4513,28.18,1752.8,21041,0.45176,0.1155,33.128
4,8,7,1.31,31.1,3,1.1489,22.581,1376,17238,0.41723,0.10226,30.532
1,1,2,0.581,41,4,0.89717,11.916,1143.6,14872,0.38615,0.16145,45.231
1,1,3,0.645,14.9,4,0.70898,9.0719,897.57,10459,0.33414,0.13737,40.642
1,1,4,0.85,22.3,4,0.29995,4.052,375.29,4358.5,0.18554,0.067942,23.954
1,1,5,0.995,3.13,4,0.18143,2.6404,224.72,2637.4,0.14431,0.050751,19.627
1,1,6,1.23,30,4,0.11575,1.6525,144.14,1763.8,0.1099,0.040906,16.233
1,1,7,1.38,23,4,0.090352,1.1424,112.91,1404.8,0.099551,0.040752,15.445
1,2,2,0.544,154,4,1.2408,15.674,1592.2,18685,0.48669,0.19605,53.45
1,2,3,0.616,54,4,0.85995,10.878,1091.5,12865,0.36416,0.14841,43.091
1,2,4,0.821,31.5,4,0.39339,4.8755,493.91,6359,0.22779,0.083782,27.32
1,2,5,1.05,42.1,4,0.21082,2.8272,265.52,3119.2,0.15292,0.0568,20.184
1,2,6,1.17,55.5,4,0.13836,2.1605,174.94,2154.6,0.11675,0.046324,17.168
1,2,7,1.35,37.2,4,0.10955,1.6661,136.25,1664.2,0.10576,0.041461,15.775
1,3,2,0.558,65,4,1.5987,13.49,2053.3,23900,0.62978,0.22723,59.299
1,3,3,0.665,13.2,4,1.0207,7.7403,1296.4,14241,0.49116,0.1729,47.718
1,3,4,0.85,20.6,4,0.4542,3.7356,565.27,6253.9,0.27328,0.09298,28.916
1,3,5,1.1,8.07,4,0.2216,1.992,271.13,3359.5,0.18199,0.057864,20.238
1,3,6,1.28,3.42,4,0.16879,1.4725,205.53,2680.1,0.16845,0.057047,19.935
1,4,2,0.624,58.3,4,0.8775,10.5,1113.8,11455,0.40501,0.17021,47.698
1,4,3,0.733,14.2,4,0.49156,5.8552,621.01,6751,0.26376,0.10475,32.765
1,4,4,0.851,13.4,4,0.30337,3.8807,381.73,4113.7,0.19092,0.070254,24.451
1,4,5,1.09,22.5,4,0.16041,2.1625,200.5,2245.6,0.1357,0.04812,18.59
1,4,6,1.29,3.84,4,0.10692,1.4633,132.41,1543.1,0.10459,0.039612,15.456
1,5,1,0.529,141,4,1.468,15.853,1894.2,25074,0.5621,0.21665,57.725
1,5,2,0.591,125,4,1.3174,13.14,1696.3,19922,0.55626,0.21391,57.009
1,5,3,0.669,56.5,4,0.8867,8.5464,1134.4,12719,0.3904,0.15366,42.746
1,5,4,0.862,56.1,4,0.37047,3.9551,465.42,5719.1,0.23755,0.081294,26.733
1,5,5,1.03,61.9,4,0.22915,2.6659,284.94,3081.8,0.17536,0.060158,21.562
1,5,6,1.25,41.7,4,0.16026,1.7944,195.25,2462.4,0.14789,0.049246,18.382
1,6,1,0.542,73.4,4,1.4476,16.168,1859.8,22932,0.59264,0.22793,60.839
