c,subj,speed,movedur,mpowernet,minfunc,sumtorque,sumforceout,sumforcemus,sumstress,sumactstate,sumdrive,sumumber
4,6,7,1.36,11.4,8,1.0266,20.657,1308.1,15271,0.43345,0.11511,34.662
4,7,2,0.599,171,8,10.274,164.42,13201,1.4647e+05,1.5572,0.41634,103.5
4,7,3,0.67,92.7,8,6.2389,108.27,8018.3,80628,1.0628,0.2908,73.157
4,7,4,0.854,51.6,8,3.0813,54.543,3913.2,42389,0.72016,0.19449,51.131
4,7,5,1.04,32.4,8,1.8558,35.217,2365.3,27880,0.57182,0.15457,42.715
4,7,6,1.23,47.2,8,1.1921,22.398,1509,18273,0.44656,0.11786,34.56
4,7,7,1.39,29.4,8,0.89808,16.934,1145,13508,0.41499,0.11042,33.224
4,8,2,0.607,126,8,8.8683,157.12,11376,1.1128e+05,1.3821,0.38397,95.059
4,8,3,0.686,91.1,8,6.0172,109.34,7705.3,78994,1.0138,0.28879,71.692
4,8,4,0.831,68.8,8,3.6549,64.96,4659.4,46567,0.759,0.22087,56.156
4,8,5,0.999,42.8,8,2.0284,37.31,2572.7,28282,0.57054,0.15637,43.154
4,8,6,1.16,32.9,8,1.4513,28.18,1844.7,21348,0.49127,0.13278,37.973
4,8,7,1.31,31.1,8,1.1489,22.581,1459.9,17524,0.46063,0.11978,35.522
1,1,2,0.581,41,9,0.89717,11.916,1127.8,15403,0.44145,0.1573,43.838
1,1,3,0.645,14.9,9,0.70898,9.0719,930.3,10731,0.40153,0.13345,39.367
1,1,4,0.85,22.3,9,0.29995,4.052,374.74,4469.7,0.215,0.068057,23.39
1,1,5,0.995,3.13,9,0.18143,2.6404,225.94,2762.6,0.17297,0.050913,19.047
1,1,6,1.23,30,9,0.11575,1.6525,142.89,1831.7,0.13609,0.041654,16.038
1,1,7,1.38,23,9,0.090352,1.1424,113.02,1460,0.12468,0.041725,15.488
1,2,2,0.544,154,9,1.2408,15.674,1581.4,19552,0.55275,0.19085,51.699
1,2,3,0.616,54,9,0.85995,10.878,1096.6,13437,0.43196,0.1501,42.859
1,2,4,0.821,31.5,9,0.39339,4.8755,496.98,6613.8,0.26806,0.083186,26.57
1,2,5,1.05,42.1,9,0.21082,2.8272,264.59,3308.6,0.18334,0.056698,19.653
1,2,6,1.17,55.5,9,0.13836,2.1605,173.86,2227.9,0.14529,0.045856,16.714
1,2,7,1.35,37.2,9,0.10955,1.6661,136.27,1741,0.13881,0.043247,15.9
1,3,2,0.558,65,9,1.5987,13.49,2046.2,26727,0.82608,0.23076,58.471
1,3,3,0.665,13.2,9,1.0207,7.7403,1290.8,15929,0.66261,0.18115,48.555
1,3,4,0.85,20.6,9,0.4542,3.7356,572.69,6812.3,0.39747,0.10003,30.492
1,3,5,1.1,8.07,9,0.2216,1.992,276.91,3622.4,0.2629,0.06309,21.366
1,3,6,1.28,3.42,9,0.16879,1.4725,207.03,2874.2,0.23651,0.061081,20.518
1,4,2,0.624,58.3,9,0.8775,10.5,1108.1,11951,0.47849,0.17071,47.684
1,4,3,0.733,14.2,9,0.49156,5.8552,626.23,7016.3,0.31488,0.10605,32.574
1,4,4,0.851,13.4,9,0.30337,3.8807,381.23,4293.8,0.22911,0.070187,23.821
1,4,5,1.09,22.5,9,0.16041,2.1625,196.85,2358.1,0.16965,0.048919,18.517
1,4,6,1.29,3.84,9,0.10692,1.4633,131.6,1652.1,0.13316,0.041291,15.919
1,5,1,0.529,141,9,1.468,15.853,1910.3,27683,0.70439,0.21863,57.5
1,5,2,0.591,125,9,1.3174,13.14,1704.6,21509,0.68456,0.21318,56.247
1,5,3,0.669,56.5,9,0.8867,8.5464,1161.2,13825,0.5159,0.15554,42.478
1,5,4,0.862,56.1,9,0.37047,3.9551,469,6214.2,0.29848,0.082656,26.46
1,5,5,1.03,61.9,9,0.22915,2.6659,285.42,3312.7,0.22716,0.06271,21.587
1,5,6,1.25,41.7,9,0.16026,1.7944,200.54,2694.2,0.20079,0.05447,19.697
1,6,1,0.542,73.4,9,1.4476,16.168,1871.9,24532,0.69851,0.22947,60.55
1,6,2,0.597,69.4,9,1.1052,12.435,1421.9,19178,0.57264,0.1845,49.784
1,6,3,0.681,50.2,9,0.76621,8.2623,976.79,12215,0.44445,0.14194,40.544
1,6,4,0.826,19,9,0.38357,4.5439,472.8,5991.1,0.2791,0.080732,26.401
1,6,5,1.01,11.5,9,0.23665,2.927,289.57,3352.2,0.20803,0.05995,20.994
1,6,6,1.16,13.3,9,0.16418,2.1333,205.72,2584.1,0.18086,0.051319,18.672
1,7,1,0.511,88.9,9,1.4156,16.664,1835.1,22768,0.68538,0.22031,59.157
1,7,2,0.568,67.6,9,1.1016,12.14,1417.5,15852,0.58211,0.19292,52.62
1,7,3,0.68,55.1,9,0.66801,6.8151,836.18,9572.8,0.43487,0.13823,40.231
1,7,4,0.87,20,9,0.29463,3.3036,371.54,4310.7,0.24063,0.072409,23.518
1,7,5,1.04,39.2,9,0.17028,2.0843,212.1,3037,0.17853,0.0516,18.395
1,7,6,1.23,11.4,9,0.11935,1.4998,147.64,1917.4,0.15283,0.046188,16.362
1,8,1,0.5,171,9,1.1702,14.642,1515.2,20016,0.59455,0.19757,54.36
1,8,2,0.547,104,9,1.0206,12.412,1316.8,16216,0.53461,0.18193,49.98
1,8,3,0.659,40.9,9,0.64742,7.3314,807.94,9359.9,0.39775,0.13207,38.472
1,8,4,0.822,29,9,0.33055,4.0434,411.45,4563.3,0.24893,0.080045,26.118
1,8,5,0.938,46.9,9,0.24622,3.0638,306.13,3078,0.21939,0.064665,22.844
1,8,6,1.14,41,9,0.15032,1.9853,184.98,2209.8,0.17233,0.051887,18.985
2,1,2,0.6,69.5,9,2.8301,47.365,3601.7,42849,0.77095,0.25345,65.216
2,1,3,0.658,42.1,9,2.3055,38.723,2933.9,32089,0.67706,0.21603,56.967
2,1,4,0.85,23,9,1.0761,20.73,1354,14527,0.38799,0.12294,35.284
2,1,5,1.01,11.5,9,0.60662,11.69,767.92,8882.4,0.30423,0.087647,28.746
2,1,6,1.23,14.1,9,0.38061,7.45,484.16,5779,0.25028,0.071522,24.517
2,2,2,0.565,135,9,3.5199,60.805,4578.7,53476,0.93104,0.28948,74.043
2,2,3,0.642,84.7,9,2.3198,38.93,2986.9,33207,0.68242,0.21241,55.104
2,2,4,0.836,45.1,9,1.0781,18.546,1373.3,15337,0.41804,0.12291,36.001
2,2,5,1.02,45.5,9,0.66623,11.285,832.33,9907.6,0.3274,0.096246,29.603
2,2,6,1.21,44.8,9,0.42571,7.6915,540.14,7255.4,0.27444,0.073147,24.604
2,2,7,1.4,29.7,9,0.33265,5.8045,412.87,5368.8,0.24729,0.075395,24.95
2,3,2,0.583,76.2,9,3.6034,39.022,4595.1,54140,1.1718,0.28886,71.385
2,3,3,0.695,40.3,9,2.4625,25.562,3121.7,36394,0.90977,0.23248,58.296
2,3,4,0.872,78.7,9,1.2838,14.197,1608.8,17567,0.63711,0.15138,41.718
2,3,5,1.03,15.6,9,0.69551,8.4648,866.11,11157,0.41681,0.099958,29.907
2,3,6,1.22,0.115,9,0.44421,5.2608,547.07,7990.1,0.36478,0.08211,25.474
2,3,7,1.39,25,9,0.37577,4.6567,479.03,6285.9,0.36716,0.084915,26.147
2,4,2,0.632,44.7,9,2.5031,39.257,3214.9,35296,0.76022,0.2438,62.505
2,4,3,0.711,35.2,9,2.0183,31.718,2590.9,27950,0.68128,0.21007,55.75
2,4,4,0.879,17.2,9,0.9064,16.047,1156.9,13863,0.37315,0.1118,33.19
2,4,5,1.08,8.87,9,0.55292,10.261,700.05,8582.3,0.28272,0.081481,26.272
2,4,6,1.29,0.553,9,0.3568,6.5961,450.65,5538.6,0.24261,0.069573,23.55
2,5,1,0.542,168,9,4.2486,57.628,5551.2,71451,1.2231,0.33603,83.904
2,5,2,0.616,104,9,3.7172,46.69,4833.1,51591,1.156,0.31992,79.286
2,5,3,0.689,83.1,9,2.6852,31.785,3415.5,40645,0.89856,0.24738,62.554
2,5,4,0.884,51.6,9,1.1123,15.239,1354.3,16678,0.46203,0.13263,37.049
2,5,5,1.07,28.3,9,0.64805,9.2187,816.43,9370.7,0.38012,0.098739,30.307
2,5,6,1.27,28.9,9,0.43092,6.5552,550.96,6739.5,0.33872,0.082721,27.05
2,6,1,0.558,79.5,9,3.7586,58.951,4895.4,64617,1.0315,0.31502,79.654
2,6,2,0.621,73.6,9,2.8515,45.446,3711.8,47294,0.89365,0.25685,67.061
2,6,3,0.706,36.9,9,1.9695,29.814,2536,30201,0.6561,0.19442,51.02
2,6,4,0.809,38.2,9,1.2633,19.637,1574.5,19906,0.48446,0.13696,38.871
2,6,5,0.996,11.8,9,0.69805,11.313,869.12,10965,0.3685,0.097624,30.597
2,6,6,1.16,5.6,9,0.43169,7.2828,548.74,7215.6,0.29902,0.0794,26.115
2,7,1,0.499,164,9,3.7736,63.518,4951.5,60522,1.023,0.29458,75.664
2,7,2,0.525,133,9,3.9472,65.1,5161.1,57557,1.0597,0.30317,77.209
2,7,3,0.639,71.1,9,2.2644,34.635,2906.7,33778,0.7133,0.20311,54.139
2,7,4,0.84,35.1,9,1.0716,16.674,1313.1,15529,0.45301,0.12889,36.335
2,7,5,1.03,36.7,9,0.60314,9.8022,774.32,9691.2,0.34211,0.09594,29.354
2,7,6,1.2,33.5,9,0.42254,6.6177,529.99,7164.2,0.30355,0.081252,26.661
2,8,1,0.536,173,9,3.917,63.017,5076.5,54462,1.0447,0.31378,78.894
2,8,2,0.568,127,9,3.2951,52.752,4271.9,46610,0.92266,0.27897,70.583
2,8,3,0.671,64,9,2.1702,33.668,2794.8,32542,0.70589,0.21202,55.681
2,8,4,0.833,40.2,9,1.151,18.386,1445.8,15418,0.46054,0.13528,38.569
2,8,5,0.999,55,9,0.69308,11.543,857.72,10733,0.33564,0.096603,29.142
2,8,6,1.14,24.1,9,0.48171,7.8838,610.16,6703.1,0.30102,0.080314,26.343
3,1,2,0.611,65.8,9,5.5391,104.1,7065.8,89716,1.0567,0.30979,77.819
3,1,3,0.702,54.4,9,3.3779,67.209,4275.2,51310,0.74177,0.21819,56.735
3,1,4,0.842,33.3,9,2.0252,41.874,2552,29037,0.52406,0.15615,42.06
3,1,5,1.04,31.5,9,1.1213,24.822,1422.7,17803,0.39991,0.11032,33.237
3,1,6,1.19,26.1,9,0.8219,17.265,1036.5,12571,0.33903,0.093288,28.592
3,1,7,1.43,2.6,9,0.55454,11.599,678.54,9427.8,0.2789,0.085417,26.152
3,2,2,0.574,174,9,6.6971,132.96,8655.8,99808,1.2061,0.33897,85.901
3,2,3,0.65,121,9,4.3566,81.551,5613.7,70350,0.89748,0.25606,64.777
3,2,4,0.848,59.5,9,2.2896,42.188,2912.9,32652,0.59676,0.1712,45.249
3,2,5,0.991,70.8,9,1.4142,27.351,1742.6,20723,0.48167,0.13141,37.253
3,2,6,1.17,42.5,9,0.90806,17.491,1147.1,13720,0.38509,0.10355,30.926
3,2,7,1.38,29.7,9,0.63537,13.232,806.62,10927,0.32316,0.090828,27.791
3,3,2,0.577,147,9,6.5331,80.863,8333.6,1.1817e+05,1.4758,0.33254,80.683
3,3,3,0.69,67.6,9,4.2904,50.86,5471.9,97681,1.15,0.25492,63.088
3,3,4,0.876,29.8,9,2.2495,28.697,2795.6,33341,0.74781,0.18224,46.843
3,3,5,1.07,38.6,9,1.222,16.257,1540.1,19819,0.59549,0.126,35.107
3,3,6,1.25,5.01,9,0.83199,10.899,1046.3,13713,0.51124,0.10934,31.59
3,3,7,1.43,3.8,9,0.67176,9.2652,814.29,11389,0.4699,0.1037,30.782
3,4,2,0.629,28.4,9,5.2761,89.03,6789.7,74964,1.0642,0.30974,76.504
3,4,3,0.69,20.1,9,4.2417,72.482,5428.3,56498,0.94291,0.2782,69.561
3,4,4,0.864,4.21,9,2.0097,38.66,2541.5,28538,0.55391,0.16054,42.974
3,4,5,1.07,-1.15,9,1.1529,22.636,1412.2,17399,0.40945,0.11086,32.483
3,4,6,1.32,17.8,9,0.67109,13.267,841.79,11188,0.35083,0.094544,29.236
3,4,7,1.48,12.8,9,0.52919,10.555,665.54,8706.1,0.29261,0.081872,25.722
3,5,2,0.586,180,9,7.0427,100.14,9083.1,1.1343e+05,1.3938,0.34935,85.75
3,5,3,0.693,97.9,9,4.3468,61.68,5618,76441,1.0195,0.26289,65.179
3,5,4,0.895,72.5,9,1.9435,29.835,2463.5,28238,0.60159,0.15942,42.227
3,5,5,1.08,49,9,1.2996,19.724,1601.8,17814,0.50856,0.12886,36.705
3,5,6,1.25,57,9,0.77825,12.564,980.16,12350,0.4114,0.1046,30.9
3,5,7,1.46,54.1,9,0.57726,9.394,719.78,9037,0.36383,0.092765,28.214
3,6,2,0.635,54.1,9,5.6456,88.594,7120.4,85487,1.1574,0.30999,78.499
3,6,3,0.702,27.9,9,3.8562,65.027,4949.8,56877,0.86402,0.23993,61.152
3,6,4,0.829,31.5,9,2.3094,40.943,2936,36476,0.65936,0.17393,46.633
3,6,5,0.999,19.2,9,1.4222,25.65,1783,20546,0.53912,0.13933,39.547
3,6,6,1.16,2.46,9,0.98701,17.866,1237.6,14496,0.45514,0.11334,34.285
3,6,7,1.29,6.16,9,0.80143,14.59,1014.9,13102,0.41529,0.10524,31.92
3,7,2,0.541,122,9,8.1313,126.75,10546,1.1978e+05,1.5472,0.39667,99.73
3,7,3,0.667,54.4,9,4.5703,71.366,5881.7,64144,1.0445,0.28154,70.797
3,7,4,0.87,37,9,1.9674,32.695,2547.3,28494,0.5882,0.15402,41.012
3,7,5,1.05,7.63,9,1.1384,20.679,1442.7,17081,0.46332,0.1184,34.301
3,7,6,1.23,27.5,9,0.81458,14.334,1027.4,12615,0.41086,0.10216,30.93
3,7,7,1.41,4.67,9,0.59885,10.942,763.35,8785.2,0.3568,0.093829,29.04
3,8,2,0.584,123,9,5.7753,105.96,7448.5,77183,1.1038,0.30872,77.24
3,8,3,0.661,79.9,9,4.3055,76.25,5546.1,64500,0.94063,0.26773,66.682
3,8,4,0.831,35.1,9,2.2219,40.277,2848.9,31595,0.6268,0.1751,46.578
3,8,5,0.982,47.2,9,1.5345,27.01,1898.5,19610,0.51588,0.13916,38.797
3,8,6,1.15,12.8,9,1.1,19.866,1389.8,14473,0.49002,0.12321,36.491
3,8,7,1.27,38.6,9,0.81763,15.424,1023.4,11727,0.41402,0.10623,32.506
4,1,2,0.628,94.8,9,6.7966,138.2,8628.8,92391,1.0574,0.30571,75.647
4,1,3,0.73,53.9,9,4.8479,95.993,6122.5,66406,0.8368,0.24137,60.494
4,1,4,0.894,21,9,2.7694,59.211,3487.8,41482,0.60984,0.1689,45.366
4,1,5,1.03,28.5,9,1.8418,40.821,2326.5,26703,0.51681,0.13826,39.398
4,1,6,1.2,9.57,9,1.2497,27.923,1572.1,19835,0.42991,0.11026,32.879
4,1,7,1.38,6.3,9,0.97119,22.168,1193.8,15998,0.37917,0.095276,29.94
4,2,2,0.562,295,9,11.252,203.76,14471,1.8161e+05,1.6072,0.41279,104.85
4,2,3,0.637,146,9,7.2282,136.76,9263.2,1.139e+05,1.1389,0.31155,77.228
4,2,4,0.831,91.4,9,3.6456,71.289,4739,47667,0.77298,0.21144,53.127
4,2,5,0.951,95.2,9,2.5127,48.015,3104.6,35659,0.59313,0.16492,43.182
4,2,6,1.23,24.4,9,1.1562,24.279,1461.1,19643,0.4149,0.10653,31.361
4,2,7,1.37,46.8,9,0.9394,20.497,1177,15402,0.38138,0.10026,29.631
4,3,2,0.612,119,9,9.2778,117.47,11721,1.3681e+05,1.6187,0.37396,88.111
4,3,3,0.679,70.4,9,6.6858,82.792,8439,96774,1.3447,0.30294,72.023
4,3,4,0.871,64.6,9,3.4524,45.584,4312.6,75321,0.90303,0.20524,51.409
4,3,5,1.06,40.8,9,1.959,27.059,2461,31926,0.70314,0.15253,40.669
4,3,6,1.25,21.8,9,1.3242,19.361,1693.7,20627,0.62909,0.13096,36.535
4,3,7,1.38,18.5,9,1.0693,15.173,1384.5,18079,0.60651,0.12145,34.901
4,4,2,0.604,130,9,9.9514,166.33,12750,1.3908e+05,1.489,0.39728,98.798
4,4,3,0.724,26,9,5.3046,96.325,6740.6,78267,0.9648,0.2642,65.629
4,4,4,0.878,2.65,9,3.0078,60.265,3709.2,41532,0.68755,0.18648,49.347
4,4,5,1.09,2.4,9,1.6814,33.881,2083.5,29284,0.52239,0.13134,37.072
4,4,6,1.27,4.19,9,1.123,22.797,1427.2,18685,0.43633,0.10523,31.473
4,4,7,1.44,0.623,9,0.85432,17.506,1082.1,13825,0.38086,0.094142,29.37
4,5,2,0.676,146,9,7.9928,109.57,10208,1.2238e+05,1.4541,0.35868,87.363
4,5,3,0.727,115,9,6.9161,95.742,8877.4,1.0715e+05,1.2886,0.31081,75.87
4,5,4,0.908,43.8,9,3.0245,46.777,3757.1,44218,0.7106,0.18383,46.897
4,5,5,1.07,44.3,9,1.9151,30.525,2342.1,30269,0.64051,0.14857,40.285
4,5,6,1.24,38.9,9,1.2355,21.469,1526.6,19952,0.52099,0.12031,34.825
4,5,7,1.41,24.3,9,0.91326,17.116,1194.7,22223,0.45318,0.11082,31.781
4,6,2,0.603,122,9,7.8996,139.38,10148,1.201e+05,1.3041,0.33367,82.981
4,6,3,0.692,71.7,9,6.2892,110.73,8072,90229,1.112,0.29146,72.141
4,6,4,0.843,21.6,9,3.1979,58.554,3936,57439,0.75075,0.19399,50.121
4,6,5,1,22.1,9,2.1726,37.891,2727.4,48448,0.65178,0.16047,43.765
4,6,6,1.16,21.7,9,1.5382,28.712,1901.1,23653,0.55234,0.13785,39.282
4,6,7,1.36,11.4,9,1.0266,20.657,1266.1,16573,0.44339,0.10723,32.363
4,7,2,0.599,171,9,10.274,164.42,13238,1.5127e+05,1.6373,0.4001,100.14
4,7,3,0.67,92.7,9,6.2389,108.27,8059.6,93074,1.1078,0.27094,68.556
4,7,4,0.854,51.6,9,3.0813,54.543,3940.8,45012,0.75627,0.18376,48.1
4,7,5,1.04,32.4,9,1.8558,35.217,2300.9,29158,0.5714,0.14675,40.298
4,7,6,1.23,47.2,9,1.1921,22.398,1515.9,20888,0.47817,0.11634,33.473
4,7,7,1.39,29.4,9,0.89808,16.934,1154.2,14225,0.44318,0.10564,31.596
4,8,2,0.607,126,9,8.8683,157.12,11386,1.1405e+05,1.431,0.372,91.908
4,8,3,0.686,91.1,9,6.0172,109.34,7729.1,82895,1.0474,0.2785,69.003
4,8,4,0.831,68.8,9,3.6549,64.96,4640.7,48578,0.77455,0.20718,52.88
4,8,5,0.999,42.8,9,2.0284,37.31,2472.9,29338,0.58416,0.14678,40.257
4,8,6,1.16,32.9,9,1.4513,28.18,1821.2,22099,0.50916,0.12665,36.123
4,8,7,1.31,31.1,9,1.1489,22.581,1407,18724,0.47478,0.11436,33.663
