c,subj,speed,movedur,mpowernet,minfunc,sumtorque,sumtorquerate,sumwork,sumworkrate,sumforceout,sumforcemus,sumstress,sumactstate,sumdrive,sumtorque2,sumtorquerate2,sumwork2,sumworkrate2,sumforceout2,sumforcemus2,sumstress2,sumactstate2,sumdrive2,sumumber,sumbhar,sumuch,sumlich,summarg,summine,sumhoud
3,7,3,0.667,54.4,7,3.7831,43.204,2.7977,20.636,96.11,5003.3,84824,0.54599,0.17652,12.018,728.9,5.1761,267.08,97.809,2.1281e+05,6.6117e+11,0.10068,0.13936,41.557,32.913,31.731,195.51,29.289,5.6934e-05,1.4106e+05
3,7,4,0.87,37,7,1.6399,16.03,0.76183,4.2328,45.029,2138.9,38477,0.35537,0.12242,2.5465,116.75,0.3805,11.523,31.3,43557,1.803e+11,0.047572,0.081675,30.737,20.336,16.335,129.45,8.038,3.7589e-05,42361
3,7,5,1.05,7.63,7,0.96901,10.202,0.31224,1.8591,28.182,1274,21011,0.27896,0.099679,0.99657,53.784,0.066433,2.4145,14.041,16966,6.4464e+10,0.03009,0.056731,28.351,16.255,11.612,102.52,3.5184,3.2138e-05,20166
3,7,6,1.23,27.5,7,0.69349,7.6374,0.17953,1.0832,20.713,900.14,14919,0.23518,0.086088,0.55271,35.464,0.023087,0.92032,9.2446,9355.1,3.7537e+10,0.023166,0.048861,26.063,14.251,9.6179,85.498,1.9679,2.7779e-05,12786
3,7,7,1.41,4.67,7,0.53503,6.3275,0.11804,0.77728,14.926,701.12,11013,0.21928,0.082627,0.33352,24.242,0.0091535,0.49306,5.5576,5598.7,2.3829e+10,0.020264,0.044408,25.992,13.703,8.8047,76.742,1.2967,2.6316e-05,8551.9
3,8,2,0.584,123,7,4.8082,60.203,4.0249,33.441,129.49,6391.6,1.0192e+05,0.61347,0.1916,18.424,1385.5,10.678,714.48,151.51,3.2406e+05,8.396e+11,0.12114,0.16134,46.138,37.012,39.674,220.5,43.681,6.6217e-05,1.9346e+05
3,8,3,0.661,79.9,7,3.6643,42.794,2.778,20.854,95.605,4882.9,84677,0.52247,0.17107,11.481,741.7,5.2851,290.36,99.183,2.0122e+05,6.2437e+11,0.093468,0.13611,40.393,30.811,31.214,181.05,28.855,6.3509e-05,1.3128e+05
3,8,4,0.831,35.1,7,1.9446,18.651,0.98062,5.5226,51.382,2552.9,44795,0.39587,0.13205,3.3212,156.2,0.61097,19.424,36.58,55331,2.2496e+11,0.05506,0.085771,33.387,21.767,18.362,134.49,10.394,4.8234e-05,49476
3,8,5,0.982,47.2,7,1.2918,12.187,0.52168,2.7205,36.422,1661.6,27258,0.30937,0.10624,1.6102,74.865,0.17701,5.1173,21.721,26387,1.0743e+11,0.036632,0.064236,28.982,17.097,13.305,113.9,5.3413,3.7226e-05,28382
3,8,6,1.15,12.8,7,0.88791,8.9415,0.26674,1.4911,24.887,1157.1,17273,0.26644,0.091246,0.80376,43.946,0.048114,1.6246,11.699,13573,4.7849e+10,0.026711,0.051584,27.797,14.989,10.71,98.573,2.9838,3.2014e-05,16959
3,8,7,1.27,38.6,7,0.66883,7.1023,0.17441,1.0166,20.366,877.85,13533,0.23206,0.084614,0.49622,30.414,0.022964,0.843,8.238,8250.7,3.2109e+10,0.021438,0.04562,26.645,14.004,9.4113,85.48,2.02,2.7832e-05,11479
4,1,2,0.628,94.8,7,5.5028,66.904,4.4408,34.67,168.3,7126.5,1.1923e+05,0.59978,0.18079,27.995,1989.3,14.539,889.82,308.54,4.6803e+05,1.3286e+12,0.13378,0.14983,45.294,35.88,40.409,217.58,50.116,6.2043e-05,2.3975e+05
4,1,3,0.73,53.9,7,4.0957,43.102,2.9318,19.703,124.03,5326.9,94455,0.52384,0.16468,15.45,845.73,6.2255,277.91,197.5,2.5818e+05,9.2938e+11,0.10467,0.1268,39.76,29.527,30.517,193.36,30.94,5.3298e-05,1.5235e+05
4,1,4,0.894,21,7,2.4296,23.239,1.2325,6.6659,75.885,3149,56181,0.41862,0.1306,5.4556,252.23,1.0075,30.59,89.193,88798,3.9039e+11,0.067971,0.085787,33.193,21.314,18.962,156.72,12.817,4.4533e-05,69594
4,1,5,1.03,28.5,7,1.5896,15.821,0.61875,3.3027,56.461,2031.7,33870,0.34237,0.1084,2.5087,130.37,0.2473,7.3227,56.351,40002,1.6804e+11,0.046577,0.06515,30.034,17.293,13.675,126.55,6.2542,3.9777e-05,38264
4,1,6,1.2,9.57,7,1.0902,10.619,0.34484,1.7891,34.832,1382.1,24343,0.28217,0.08845,1.2941,73.741,0.081523,2.8146,26.369,20711,9.7765e+10,0.034807,0.050256,26.57,14.277,10.442,106.46,3.4845,3.1274e-05,23498
4,1,7,1.38,6.3,7,0.86956,8.8183,0.24356,1.2583,29.014,1098.4,19530,0.25395,0.081898,0.84025,53.218,0.039163,1.3959,19.396,13416,6.6942e+10,0.02906,0.044827,25.926,13.431,9.1407,89.102,2.3989,2.889e-05,16196
4,2,2,0.562,295,7,9.5097,120.7,9.9768,86.471,316.27,12546,2.3168e+05,0.83571,0.21813,75.452,5908.2,68.801,5229.3,903.79,1.326e+06,4.0172e+12,0.22569,0.19734,60.317,52.598,66.488,295.72,101.62,9.0475e-05,5.3717e+05
4,2,3,0.637,146,7,6.1055,73.543,4.9803,39.412,171.68,8092.7,1.4412e+05,0.65327,0.18598,33.282,2294.3,18.447,1146.7,313.64,5.8494e+05,1.7857e+12,0.14874,0.1593,46.127,37.004,43.138,226.62,54.333,7.2845e-05,2.887e+05
4,2,4,0.831,91.4,7,3.1844,30.417,1.7367,9.7474,93.896,4107.9,65810,0.48499,0.15176,8.6625,434.71,1.8527,64.411,118.11,1.4494e+05,5.3687e+11,0.082335,0.10808,36.674,25.098,23.552,173.1,18.012,5.6137e-05,1.0099e+05
4,2,5,0.951,95.2,7,2.2361,21.959,0.97417,5.3865,62.627,2847.4,50770,0.38868,0.12357,5.0148,271.53,0.6369,23.44,62.695,83819,3.5185e+11,0.058575,0.082656,31.288,19.714,17.087,142.78,10.161,4.5145e-05,65953
4,2,6,1.23,24.4,7,1.0451,10.961,0.30386,1.7444,32.516,1337.5,24591,0.26549,0.091554,1.295,78.95,0.067074,2.6764,22.819,21020,9.9756e+10,0.031033,0.054002,26.393,14.443,10.563,90.517,3.2583,3.3692e-05,22395
4,2,7,1.37,46.8,7,0.8582,9.6212,0.21151,1.265,27.109,1095.5,18239,0.24994,0.085237,0.91483,62.663,0.031976,1.399,17.327,14896,6.4953e+10,0.027214,0.048139,25.956,13.673,9.4169,87.118,2.268,3.161e-05,16738
4,3,2,0.612,119,7,7.8043,100.3,5.503,47.4,150.32,10534,1.8468e+05,0.92578,0.22769,49.211,3834,19.538,1407.1,221.48,9.8083e+05,2.6238e+12,0.28774,0.20723,53.366,47.329,49.779,343.92,61.671,8.1761e-05,4.7105e+05
4,3,3,0.679,70.4,7,5.6901,65.717,3.5705,27.116,106.95,7689.5,1.2747e+05,0.79108,0.20763,27.485,1772.2,8.4745,478.1,130.73,5.5113e+05,1.5419e+12,0.2293,0.18223,45.241,39.446,37.501,291.51,36.809,6.9705e-05,3.0842e+05
4,3,4,0.871,64.6,7,3.1233,30.347,1.3625,7.8667,61.187,4166.9,72788,0.62017,0.17592,8.3077,441.72,1.1329,43.835,53.072,1.5855e+05,6.0897e+11,0.15313,0.13513,38.272,29.667,23.923,248.08,14.237,5.2614e-05,1.2321e+05
4,3,5,1.06,40.8,7,1.7678,17.883,0.55329,3.1385,38.848,2379.7,44594,0.46738,0.13596,3.0861,174.93,0.20687,7.8897,26.462,57949,2.6674e+11,0.092605,0.092555,32.291,21.9,16.191,194.92,6.0158,3.9895e-05,56759
4,3,6,1.25,21.8,7,1.1921,12.392,0.28866,1.6521,27.543,1603.2,26360,0.38657,0.11686,1.5287,95,0.05796,2.3254,15.765,28739,1.1624e+11,0.067042,0.074614,30.083,18.611,12.887,160.78,3.1432,3.4124e-05,32883
4,3,7,1.38,18.5,7,0.94979,10.041,0.19875,1.1648,21.818,1281.7,22594,0.35365,0.10936,1.0231,68.185,0.028233,1.2581,10.865,18816,8.8321e+10,0.059348,0.067715,29.019,17.358,11.645,144.92,2.2049,3.2222e-05,23697
4,4,2,0.604,130,7,7.6003,96.5,7.1998,59.765,224.48,9994.2,1.5795e+05,0.73369,0.20274,51.182,3935.8,36.901,2509.1,503.1,9.0061e+05,2.1833e+12,0.18303,0.17935,52.557,44.203,53.745,266.57,75.464,7.1744e-05,4.0905e+05
4,4,3,0.724,26,7,4.4075,47.087,2.9577,19.761,126.18,5722.4,99779,0.5535,0.1685,17.761,983.6,6.1795,271.45,199.58,3.0219e+05,1.006e+12,0.11081,0.13124,39.657,29.657,30.882,193.02,30.718,6.247e-05,1.7962e+05
4,4,4,0.878,2.65,7,2.6353,25.66,1.249,6.8667,76.541,3382.9,56208,0.45505,0.14463,5.9595,289.24,0.96278,31.293,82.97,98711,3.9442e+11,0.071489,0.10064,35.25,23.016,20.512,160.23,12.854,4.9846e-05,78822
4,4,5,1.09,2.4,7,1.4644,14.398,0.48093,2.509,44.443,1884.9,31960,0.33319,0.1038,2.1738,118.77,0.15056,4.9042,37.233,35850,1.5082e+11,0.043133,0.06283,28.752,16.366,12.743,124.97,5.0363,3.7271e-05,35591
4,4,6,1.27,4.19,7,1.0143,10.222,0.26774,1.4672,32.352,1290.2,22596,0.26591,0.085874,1.1772,72.594,0.050443,1.927,24.365,19038,8.8153e+10,0.030632,0.048872,25.734,13.662,9.8224,95.114,2.8105,3.1867e-05,21472
4,4,7,1.44,0.623,7,0.778,8.3712,0.17975,1.0862,24.238,1011,16908,0.2474,0.081946,0.74188,51.521,0.024019,1.1876,14.318,12025,5.5178e+10,0.025644,0.04493,25.801,13.337,8.9401,90.159,1.9472,2.8942e-05,15034
4,5,2,0.676,146,7,6.7121,79.986,5.1809,40.17,173.24,8944.7,1.6636e+05,0.75945,0.21157,38.329,2501.8,18.637,1075.6,320.87,6.9728e+05,2.3247e+12,0.18566,0.18519,50.418,42.574,45.291,261.02,53.7,8.3635e-05,3.3883e+05
4,5,3,0.727,115,7,5.6617,62.31,3.9819,28.473,132.96,7469.6,1.2856e+05,0.68372,0.19675,27.732,1576.1,10.845,528.94,205.44,4.9927e+05,1.571e+12,0.15788,0.16708,44.86,37.097,37.85,242.78,39.009,7.4578e-05,2.6928e+05
4,5,4,0.908,43.8,7,2.6729,25.601,1.1522,6.3273,64.992,3430.8,61722,0.47125,0.14104,6.7468,337.64,0.85621,29.49,66.964,1.1356e+05,4.7568e+11,0.082477,0.10025,33.234,23.151,19.51,170.39,11.903,5.1127e-05,86304
4,5,5,1.07,44.3,7,1.7055,17.011,0.54646,3.0143,42.937,2198.5,39531,0.37658,0.11459,2.9704,163.84,0.1954,6.7634,35.59,50044,2.1687e+11,0.056111,0.074986,29.178,18.303,14.189,134.62,5.842,4.1803e-05,44753
4,5,6,1.24,38.9,7,1.1154,11.59,0.28437,1.6252,30.084,1445.6,24289,0.30821,0.095936,1.3848,86.526,0.056888,2.2393,20.324,23505,9.9337e+10,0.039045,0.058947,26.849,15.585,11.046,116.23,3.1432,3.3693e-05,25143
4,5,7,1.41,24.3,7,0.8512,9.5552,0.18361,1.1331,24.083,1103.7,19683,0.27515,0.090445,0.88811,65.418,0.023403,1.1943,13.68,15059,7.0522e+10,0.031786,0.052611,26.517,14.656,9.8062,101.74,1.989,3.1752e-05,18249
4,6,2,0.603,122,7,6.6191,82.203,5.5205,45.322,174.38,8838.2,1.603e+05,0.69601,0.19309,39.388,2874.9,21.319,1374.3,319.89,6.9438e+05,2.1154e+12,0.16633,0.16981,48.066,40.561,46.825,243.76,60.37,7.5534e-05,3.2627e+05
4,6,3,0.692,71.7,7,5.3897,60.45,3.8657,27.798,140.59,7100.4,1.2011e+05,0.63878,0.18306,24.653,1455.1,10.072,494.65,222.43,4.3166e+05,1.3747e+12,0.13655,0.15054,43.252,34.489,36.745,220.42,39.306,7.4043e-05,2.3442e+05
4,6,4,0.843,21.6,7,2.8534,27.224,1.3715,7.529,73.925,3679.6,66430,0.46408,0.14694,7.1931,312.61,1.1831,33.401,76.844,1.2086e+05,5.0831e+11,0.075709,0.10414,35.199,24.139,21.253,159.38,13.749,5.4659e-05,90990
4,6,5,1,22.1,7,1.7804,17.969,0.61354,3.426,50.314,2297.9,41067,0.36765,0.11977,3.1797,157.29,0.2441,7.4741,41.972,52278,2.2421e+11,0.050509,0.077727,31.141,19.118,15.129,127.41,6.6278,4.5036e-05,47013
4,6,6,1.16,21.7,7,1.3606,13.987,0.40609,2.2789,40.395,1755.7,29146,0.32867,0.10699,1.8466,105.55,0.10547,3.6043,30.4,31136,1.2628e+11,0.039966,0.064104,29.677,17.029,12.66,123.18,4.3178,3.9134e-05,31910
4,6,7,1.36,11.4,7,0.90774,9.9725,0.21765,1.2756,28.769,1184.3,18784,0.26751,0.090761,0.94838,67.135,0.032661,1.4183,18.794,15763,6.6089e+10,0.028694,0.050221,27.296,14.569,9.9945,97.842,2.3698,3.3103e-05,18520
4,7,2,0.599,171,7,8.0865,100.41,7.1845,59.129,225.25,10697,1.8613e+05,0.78452,0.2119,54.969,4006.3,34.272,2239.6,479.01,9.8107e+05,2.7969e+12,0.19978,0.18885,53.789,47.06,54.377,291.49,73.461,7.6834e-05,4.4928e+05
4,7,3,0.67,92.7,7,5.3007,58.267,3.7109,26.187,145.2,6973.4,1.1455e+05,0.6414,0.19097,23.3,1328.7,8.89,425.47,230.67,4.0904e+05,1.2362e+12,0.1357,0.1581,44.533,35.939,36.964,230.78,37.79,6.8061e-05,2.3371e+05
4,7,4,0.854,51.6,7,2.5814,25.159,1.134,6.2054,71.736,3302.8,57437,0.43905,0.13903,6.0135,269.13,0.76237,20.823,77.769,1.0161e+05,4.0328e+11,0.070231,0.098253,33.444,22.836,19.394,158.47,11.119,4.912e-05,82334
4,7,5,1.04,32.4,7,1.5822,16.4,0.54647,3.12,49.512,2057.9,36161,0.33918,0.11441,2.5389,132.04,0.20209,6.4213,41.873,43427,1.8704e+11,0.045096,0.074161,30.071,18.474,14.28,120.52,5.7426,4.1919e-05,40262
4,7,6,1.23,47.2,7,1.0413,10.853,0.26253,1.4863,32.121,1340.5,22600,0.27342,0.091273,1.2927,81.683,0.049161,1.9806,22.269,21800,8.7315e+10,0.030826,0.053179,26.409,14.852,10.432,105.14,2.8174,3.2301e-05,24453
4,7,7,1.39,29.4,7,0.77932,8.8054,0.16642,1.031,23.071,1008,16726,0.25018,0.087533,0.73542,51.588,0.019352,0.87909,12.856,12552,5.4464e+10,0.025568,0.051786,26.287,14.407,9.5899,92.814,1.8104,3.024e-05,15971
4,8,2,0.607,126,7,7.0928,88.173,6.0205,48.876,200.12,9420.3,1.471e+05,0.73108,0.21042,41.636,3056.2,23.478,1489.1,383.96,7.4206e+05,1.8287e+12,0.17236,0.18463,52.161,43.96,50.424,259.91,65.521,8.0221e-05,3.6122e+05
4,8,3,0.686,91.1,7,5.0928,54.925,3.6249,25.107,140.91,6672.8,1.1142e+05,0.61421,0.18495,21.462,1192.1,8.4891,392.33,221.01,3.7114e+05,1.161e+12,0.12566,0.15047,43.434,34.181,35.742,220.01,36.994,6.883e-05,2.1481e+05
4,8,4,0.831,68.8,7,3.1445,30.048,1.6609,9.3639,87.922,4063.4,68232,0.47654,0.14934,8.8666,426.4,1.7525,56.897,112.17,1.4724e+05,5.5224e+11,0.081111,0.10483,35.492,24.809,22.714,176.13,16.562,5.4948e-05,1.0418e+05
4,8,5,0.999,42.8,7,1.7074,16.403,0.62621,3.3036,49.403,2195.5,37237,0.34794,0.11226,3.0026,147.96,0.27108,8.1382,43.006,49825,1.9877e+11,0.04712,0.071241,29.337,17.798,14.339,126.3,6.505,4.1027e-05,45274
4,8,6,1.16,32.9,7,1.226,12.224,0.35622,1.9135,36.476,1567.2,26610,0.29534,0.095645,1.6477,92.22,0.086622,2.7124,26.763,27063,1.1019e+11,0.03534,0.058203,27.076,15.219,11.335,103.34,3.7143,3.7634e-05,27564
4,8,7,1.31,31.1,7,0.9807,10.125,0.24947,1.3777,28.933,1272.4,21529,0.27073,0.089092,1.1272,67.076,0.04466,1.4834,17.878,18808,8.0204e+10,0.030034,0.052981,26.2,14.367,10.095,90.879,2.638,3.5521e-05,21073
1,1,2,0.581,41,8,0.6029,7.965,0.69245,6.2242,15.345,870.36,15299,0.18639,0.084525,0.49088,41.07,0.57255,44.356,2.8537,7958,2.6877e+10,0.01719,0.043924,27.668,16.019,13.128,75.192,8.5946,1.9099e-05,6929.7
1,1,3,0.645,14.9,8,0.49083,5.8822,0.50078,4.0311,11.971,704.55,11504,0.17115,0.073288,0.3207,22.129,0.30045,18.652,1.9608,5174.5,1.7662e+10,0.014803,0.034905,26.054,14.153,10.872,66.742,6.1375,1.7956e-05,4959.4
1,1,4,0.85,22.3,8,0.22664,2.2275,0.13842,0.78998,5.9793,322.55,5427.6,0.12236,0.043641,0.06599,2.926,0.020359,0.59539,0.64146,1054.2,5.1199e+09,0.0081497,0.014994,21.096,9.1888,5.4451,46.287,1.7468,1.356e-05,1598.6
1,1,5,0.995,3.13,8,0.13788,1.4359,0.058008,0.33159,3.9758,196.82,3096,0.096665,0.037293,0.025307,1.2483,0.0034089,0.090604,0.34078,401.85,1.9977e+09,0.0056015,0.011535,20.159,8.1374,4.1908,36.049,0.76734,1.1407e-05,799.79
1,1,6,1.23,30,8,0.088772,0.9993,0.02855,0.18493,2.3745,126.45,2137.1,0.073943,0.030656,0.012297,0.79895,0.00092408,0.042154,0.13452,197.39,1.0626e+09,0.0036057,0.0092066,18.567,7.2961,3.3228,31.092,0.41644,8.5958e-06,456.11
1,1,7,1.38,23,8,0.071577,0.89942,0.019464,0.14563,1.8738,102.24,1630.8,0.074229,0.030151,0.0079801,0.69234,0.00043702,0.028359,0.12537,126.91,7.1554e+08,0.003772,0.0091516,17.883,7.0217,3.1432,27.952,0.29181,8.9367e-06,345.55
1,2,2,0.544,154,8,0.86519,11.981,0.97926,9.2708,19.989,1255.3,20006,0.23393,0.10581,0.9763,88.167,1.1348,96.621,4.4701,15971,4.7998e+10,0.023549,0.061907,31.696,19.956,17.314,82.931,12.914,2.4938e-05,11323
1,2,3,0.616,54,8,0.63496,7.9673,0.5878,4.9124,14.443,912.74,14910,0.20477,0.089384,0.51315,38.695,0.39372,26.651,2.432,8272.2,2.8054e+10,0.018054,0.045064,29.497,16.889,13.316,74.12,8.0858,2.4012e-05,7001.4
1,2,4,0.821,31.5,8,0.30546,3.1039,0.18871,1.1661,7.7918,435.74,7855.1,0.14609,0.053703,0.12666,7.2523,0.041536,1.8033,1.0414,2025.2,1.0133e+10,0.010463,0.021222,22.113,10.668,6.8866,54.965,2.6717,1.6836e-05,2453.1
1,2,5,1.05,42.1,8,0.17215,2.0483,0.074053,0.52019,4.5572,247.98,4148.6,0.11239,0.043583,0.04753,3.2884,0.0068762,0.35472,0.45755,752.98,3.4044e+09,0.0068568,0.015948,19.996,9.0492,5.0046,44.556,1.0911,1.2282e-05,1165.4
1,2,6,1.17,55.5,8,0.11801,1.3629,0.04225,0.28912,3.321,170.62,3011.2,0.088576,0.03458,0.026291,1.7357,0.0026481,0.13393,0.25029,420.57,2.262e+09,0.0045318,0.011489,17.994,7.6341,3.8396,36.224,0.65074,9.9172e-06,686.73
1,2,7,1.35,37.2,8,0.094126,1.1821,0.027998,0.20497,2.9198,138.28,2286.9,0.087063,0.033693,0.015255,1.2839,0.0009355,0.059235,0.25789,246.76,1.3885e+09,0.0046211,0.011177,18.165,7.4467,3.6302,32.886,0.43283,1.0062e-05,519.49
1,3,2,0.558,65,8,1.121,15.122,1.0687,9.7987,18.825,1661,25830,0.34686,0.1264,1.543,137.17,1.2537,102.84,4.3533,27055,7.7204e+10,0.048241,0.079691,34.588,23.919,19.667,137.46,13.175,3.1467e-05,17850
1,3,3,0.665,13.2,8,0.74984,8.9775,0.56652,4.4635,12.197,1096.6,16399,0.2882,0.10175,0.69882,49.107,0.35433,21.712,2.0354,12121,3.7898e+10,0.035989,0.053332,30.704,19.014,14.134,115.12,7.4713,2.5566e-05,9581.2
1,3,4,0.85,20.6,8,0.35558,3.5838,0.1711,0.99191,6.8803,516.37,7933.1,0.20988,0.063024,0.16354,8.9179,0.030381,1.1761,0.93319,2806.7,1.1444e+10,0.0211,0.026011,23.988,12.125,7.62,87.748,2.2886,1.7886e-05,3202.5
1,3,5,1.1,8.07,8,0.17367,1.8157,0.053617,0.30362,3.7841,253.5,4104.5,0.14323,0.043839,0.045926,2.5355,0.003257,0.10894,0.35777,788.73,3.6532e+09,0.011388,0.015981,19.991,8.893,4.864,58.887,0.72596,1.3348e-05,1239.5
1,3,6,1.28,3.42,8,0.13391,1.5008,0.033946,0.21037,2.7497,194.96,3238.5,0.12543,0.042469,0.026111,1.7241,0.0011454,0.048004,0.21229,446.63,2.5543e+09,0.0088427,0.014814,19.908,8.6733,4.4993,47.736,0.46031,1.2659e-05,859.17
1,4,2,0.624,58.3,8,0.60342,7.8222,0.61872,5.3518,13.582,870.43,12438,0.20297,0.090264,0.4573,36.286,0.438,31.258,2.3052,7519.6,2.1022e+10,0.017498,0.046478,29.293,16.883,13.495,75.306,8.2661,2.3559e-05,6772.6
1,4,3,0.733,14.2,8,0.36376,3.9156,0.27467,1.887,8.3576,520.25,7861.7,0.1579,0.062138,0.16526,9.123,0.084452,3.7676,1.0606,2688.2,9.5628e+09,0.011512,0.024441,24.332,11.903,8.1634,57.573,3.5767,1.8062e-05,3170.6
1,4,4,0.851,13.4,8,0.22456,2.2414,0.12544,0.7158,5.5502,318.14,4925.5,0.12264,0.046273,0.064469,2.9221,0.015876,0.46519,0.54509,1033,4.4616e+09,0.0071648,0.015982,21.491,9.4376,5.6446,47.783,1.6225,1.3891e-05,1594.4
1,4,5,1.09,22.5,8,0.12093,1.2764,0.045702,0.26507,3.3555,172.7,2539.5,0.095478,0.036178,0.020707,1.1582,0.0021748,0.072684,0.26407,330.43,1.3962e+09,0.0046879,0.011001,19.568,7.9171,4.0109,35.189,0.63816,1.1094e-05,686.25
1,4,6,1.29,3.84,8,0.085069,0.97868,0.026571,0.17292,2.3907,121.97,1830.3,0.081087,0.03156,0.011256,0.80588,0.00077014,0.036159,0.16364,183.43,8.9618e+08,0.003677,0.009674,18.347,7.2673,3.4044,30.71,0.38536,9.4051e-06,422.03
1,5,1,0.529,141,8,1.0897,15.606,1.2637,12.262,22.288,1604.7,28072,0.27267,0.11489,1.6098,154.3,1.9987,178.63,6.1746,27069,8.398e+10,0.029637,0.0734,32.07,21.792,19.81,90.602,15.844,3.4767e-05,16295
1,5,2,0.591,125,8,0.94781,12.83,0.95215,8.6092,18.688,1384.5,22683,0.27445,0.11271,1.1424,97.269,1.0914,85.625,4.1881,18829,5.964e+10,0.028208,0.06755,32.233,20.813,17.806,95.455,12.096,3.2554e-05,12777
1,5,3,0.669,56.5,8,0.63348,7.6021,0.53943,4.1993,13.004,924.33,15458,0.22051,0.087081,0.54102,35.727,0.36155,20.866,2.3836,8993.9,3.2103e+10,0.020096,0.044402,27.172,15.803,12.305,76.949,6.4134,2.5702e-05,7280.3
1,5,4,0.862,56.1,8,0.28373,2.9036,0.13943,0.81085,6.4428,407.52,7063.4,0.14866,0.052812,0.10937,5.2306,0.021535,0.64224,0.82059,1793.4,8.6188e+09,0.0099056,0.020152,21.35,10.105,6.4061,54.146,1.778,1.6675e-05,2191.2
1,5,5,1.03,61.9,8,0.17851,1.9641,0.065183,0.39428,4.5362,257.85,3843.1,0.1243,0.045258,0.046669,2.5434,0.0048876,0.15543,0.47936,771.82,3.1068e+09,0.0070154,0.015648,20.443,9.0177,5.0885,49.598,0.88096,1.3458e-05,1161.5
1,5,6,1.25,41.7,8,0.12341,1.424,0.034157,0.21382,3.1211,178.22,2792.4,0.10206,0.039093,0.021745,1.4796,0.0011144,0.044187,0.279,355.95,1.7824e+09,0.0050551,0.013094,19.257,8.1261,4.2226,37.726,0.45961,1.2143e-05,717.91
1,6,1,0.542,73.4,8,1.0115,14.076,1.2174,11.606,23.897,1476.8,25502,0.25761,0.1143,1.3114,119.88,1.7131,148.77,6.378,21530,7.05e+10,0.026053,0.068543,33.324,22.288,19.626,99.494,16.33,3.1656e-05,14150
1,6,2,0.597,69.4,8,0.77824,10.264,0.83944,7.4145,17.482,1133.4,20402,0.23001,0.099029,0.83398,67.01,0.87381,64.839,3.7514,13617,4.8777e+10,0.021589,0.055692,29.528,18.752,15.583,90.109,10.511,2.6085e-05,9778.2
1,6,3,0.681,50.2,8,0.56168,6.5154,0.47565,3.611,11.977,808.73,13515,0.19615,0.079832,0.40725,25.554,0.26309,14.359,2.0001,6592.6,2.4804e+10,0.016361,0.037659,26.722,14.929,11.278,71.861,5.8841,2.2257e-05,5883.7
1,6,4,0.826,19,8,0.29155,2.9429,0.16443,0.96701,7.0857,414.02,6969.3,0.1419,0.052663,0.11181,5.3096,0.02891,0.9121,0.91028,1794.9,8.2498e+09,0.009157,0.02006,21.845,10.289,6.6046,56.906,2.1475,1.4904e-05,2299.5
1,6,5,1.01,11.5,8,0.18187,1.9184,0.072221,0.42934,4.4782,257.89,3901.1,0.11077,0.041809,0.046112,2.315,0.0055331,0.16814,0.40248,736.39,3.097e+09,0.0056629,0.013455,20.371,8.6753,4.7907,44.677,0.97034,1.2581e-05,1173.9
1,6,6,1.16,13.3,8,0.12963,1.4713,0.042922,0.2693,3.5636,186.2,3097.6,0.097607,0.03734,0.025477,1.6001,0.0021181,0.083111,0.31601,405.14,2.0785e+09,0.0046391,0.011918,19.264,8.0241,4.1223,37.867,0.61688,1.1403e-05,741.77
1,7,1,0.511,88.9,8,0.97376,13.592,1.1412,11.068,22.002,1427.2,22458,0.2645,0.11449,1.0984,103.5,1.3693,122.98,4.8193,18272,5.1285e+10,0.025662,0.067264,33.778,21.979,19.171,103.25,14.577,2.8145e-05,13048
1,7,2,0.568,67.6,8,0.75508,9.8142,0.75526,6.6762,15.808,1092.5,16465,0.23658,0.1015,0.65617,53.198,0.59873,44.91,2.779,10792,3.185e+10,0.021035,0.053179,31.377,19.058,15.536,90.348,9.8669,2.5325e-05,8891.8
1,7,3,0.68,55.1,8,0.45409,5.0464,0.37451,2.7145,9.95,653.73,10207,0.17837,0.071466,0.26243,15.276,0.15799,7.8813,1.397,4314.8,1.5381e+10,0.013475,0.030719,25.504,13.58,9.7948,70.786,4.6637,1.867e-05,4334.2
1,7,4,0.87,20,8,0.21466,2.1373,0.11033,0.61324,5.2051,306.95,5072.2,0.12193,0.04448,0.063397,2.896,0.013037,0.38031,0.4807,1024.4,4.6822e+09,0.0068569,0.015746,20.145,9.0406,5.3955,50.724,1.4139,1.2657e-05,1532.5
1,7,5,1.04,39.2,8,0.12714,1.3348,0.047876,0.27739,3.3332,182.44,3089.9,0.093868,0.03581,0.025544,1.3612,0.0027208,0.088498,0.26495,419.69,2.0211e+09,0.0043388,0.010796,18.499,7.6495,4.0117,38.713,0.66457,1.0585e-05,743.76
1,7,6,1.23,11.4,8,0.092668,1.1055,0.028707,0.19214,2.6729,133.17,2080.9,0.081363,0.032475,0.014361,1.0474,0.00097697,0.048468,0.22642,235.32,1.0729e+09,0.0034774,0.010516,17.506,7.1785,3.5665,31.09,0.40403,9.5462e-06,492.62
1,8,1,0.5,171,8,0.82597,11.704,0.97631,9.5831,19.229,1210.4,19264,0.22656,0.10497,0.86007,83.491,1.0719,98.391,3.9751,14344,3.8847e+10,0.020586,0.060132,31.91,20.187,17.7,87.228,14.092,2.6129e-05,10591
