c,subj,speed,movedur,mpowernet,minfunc,sumtorque,sumtorquerate,sumwork,sumworkrate,sumforceout,sumforcemus,sumstress,sumactstate,sumdrive,sumtorque2,sumtorquerate2,sumwork2,sumworkrate2,sumforceout2,sumforcemus2,sumstress2,sumactstate2,sumdrive2,sumumber,sumbhar,sumuch,sumlich,summarg,summine,sumhoud
1,1,2,0.581,41,1,0.6029,7.965,0.69245,6.2242,15.345,882.59,15581,0.1483,0.07395,0.49088,41.07,0.57255,44.356,2.8537,8704.5,2.8488e+10,0.012482,0.038301,24.878,14.138,11.98,58.714,8.371,1.6907e-05,6688.4
1,1,3,0.645,14.9,1,0.49083,5.8822,0.50078,4.0311,11.971,712.54,11682,0.13687,0.062275,0.3207,22.129,0.30045,18.652,1.9608,5778.7,1.8811e+10,0.010594,0.029533,23.037,12.227,9.7378,51.861,5.8667,1.5937e-05,4690.7
1,1,4,0.85,22.3,1,0.22664,2.2275,0.13842,0.78998,5.9793,328.29,5709.5,0.078445,0.032747,0.06599,2.926,0.020359,0.59539,0.64146,1681.1,6.9006e+09,0.0033797,0.010977,17.533,7.2409,4.319,31.327,1.574,9.6294e-06,1274.1
1,1,5,0.995,3.13,1,0.13788,1.4359,0.058008,0.33159,3.9758,200.84,3284.6,0.057468,0.02631,0.025307,1.2483,0.0034089,0.090604,0.34078,665.28,2.7477e+09,0.0020139,0.0079115,16.431,6.316,3.1285,22.769,0.67882,7.92e-06,614.58
1,1,6,1.23,30,1,0.088772,0.9993,0.02855,0.18493,2.3745,129.28,2293.2,0.04766,0.022811,0.012297,0.79895,0.00092408,0.042154,0.13452,322.79,1.4809e+09,0.001586,0.0066182,15.918,5.9472,2.577,20.23,0.37137,5.8516e-06,358.21
1,1,7,1.38,23,1,0.071577,0.89942,0.019464,0.14563,1.8738,107.15,1739.1,0.04432,0.022986,0.0079801,0.69234,0.00043702,0.028359,0.12537,217.53,1.0153e+09,0.0012303,0.0065979,15.441,5.7998,2.5195,17.689,0.27385,6.158e-06,271.86
1,2,2,0.544,154,1,0.86519,11.981,0.97926,9.2708,19.989,1270.8,20282,0.18845,0.094546,0.9763,88.167,1.1348,96.621,4.4701,17050,5.0038e+10,0.01755,0.054912,28.785,17.828,16.032,69.817,12.696,2.187e-05,10975
1,2,3,0.616,54,1,0.63496,7.9673,0.5878,4.9124,14.443,918.34,15034,0.16252,0.076487,0.51315,38.695,0.39372,26.651,2.432,8984.5,2.9704e+10,0.013306,0.038769,26.285,14.77,11.969,61.268,7.9346,2.0311e-05,6618.6
1,2,4,0.821,31.5,1,0.30546,3.1039,0.18871,1.1661,7.7918,453.79,8283.5,0.10308,0.043025,0.12666,7.2523,0.041536,1.8033,1.0414,2836.4,1.4106e+10,0.0054426,0.016677,19.022,8.6751,5.8594,39.571,2.5933,1.3242e-05,2234.8
1,2,5,1.05,42.1,1,0.17215,2.0483,0.074053,0.52019,4.5572,249.22,4376.5,0.073516,0.032439,0.04753,3.2884,0.0068762,0.35472,0.45755,1057.2,4.7543e+09,0.0030799,0.01086,16.736,7.0328,3.8583,31.097,0.97556,8.0614e-06,905.17
1,2,6,1.17,55.5,1,0.11801,1.3629,0.04225,0.28912,3.321,179.31,3185.6,0.060327,0.027841,0.026291,1.7357,0.0026481,0.13393,0.25029,700.15,3.1769e+09,0.0021223,0.0091053,15.714,6.3599,3.2058,25.237,0.61883,7.2233e-06,598.6
1,2,7,1.35,37.2,1,0.094126,1.1821,0.027998,0.20497,2.9198,141.4,2459.5,0.047619,0.023133,0.015255,1.2839,0.0009355,0.059235,0.25789,423.93,2.154e+09,0.001414,0.0075108,14.525,5.5743,2.6121,16.187,0.40586,6.7217e-06,372.21
1,3,2,0.558,65,1,1.121,15.122,1.0687,9.7987,18.825,1600.1,24633,0.3138,0.11331,1.543,137.17,1.2537,102.84,4.3533,26570,8.2565e+10,0.039939,0.071437,31.868,22.108,18.456,131.61,13.133,2.9789e-05,15409
1,3,3,0.665,13.2,1,0.74984,8.9775,0.56652,4.4635,12.197,1014.3,15733,0.24124,0.083842,0.69882,49.107,0.35433,21.712,2.0354,11682,4.0378e+10,0.026019,0.044256,26.243,16.092,12.426,111.4,6.8129,1.9777e-05,7329.6
1,3,4,0.85,20.6,1,0.35558,3.5838,0.1711,0.99191,6.8803,477.06,7684.8,0.16783,0.049045,0.16354,8.9179,0.030381,1.1761,0.93319,2726,1.2199e+10,0.014623,0.02141,20.163,9.9859,6.4278,80.645,2.0634,1.2636e-05,2433.3
1,3,5,1.1,8.07,1,0.17367,1.8157,0.053617,0.30362,3.7841,235.72,4146.4,0.088911,0.030914,0.045926,2.5355,0.003257,0.10894,0.35777,810.99,4.2931e+09,0.0045635,0.012223,16.289,6.8488,3.7464,39.73,0.63837,8.9405e-06,877.04
1,3,6,1.28,3.42,1,0.13391,1.5008,0.033946,0.21037,2.7497,180.41,3334.8,0.094744,0.031785,0.026111,1.7241,0.0011454,0.048004,0.21229,458.05,2.9643e+09,0.0055081,0.012251,16.575,7.0532,3.6012,45.081,0.39394,7.6746e-06,624.86
1,4,2,0.624,58.3,1,0.60342,7.8222,0.61872,5.3518,13.582,883.46,12639,0.16385,0.08075,0.4573,36.286,0.438,31.258,2.3052,8051.8,2.2044e+10,0.012566,0.041125,26.62,14.994,12.482,61.972,8.0942,2.0889e-05,6520.2
1,4,3,0.733,14.2,1,0.36376,3.9156,0.27467,1.887,8.3576,520.66,8013.7,0.10251,0.047606,0.16526,9.123,0.084452,3.7676,1.0606,3584.8,1.355e+10,0.0053929,0.020226,19.887,9.3875,6.8579,32.223,3.4257,1.4455e-05,2640.5
1,4,4,0.851,13.4,1,0.22456,2.2414,0.12544,0.7158,5.5502,318.06,5147.6,0.081587,0.032996,0.064469,2.9221,0.015876,0.46519,0.54509,1593,6.0848e+09,0.0034182,0.01152,17.276,7.205,4.2719,34.34,1.3723,8.9592e-06,1253.1
1,4,5,1.09,22.5,1,0.12093,1.2764,0.045702,0.26507,3.3555,166.24,2646.7,0.056667,0.022806,0.020707,1.1582,0.0021748,0.072684,0.26407,496.52,2.0213e+09,0.0018294,0.0076323,14.997,5.8469,2.7605,21.858,0.53374,6.5235e-06,456.43
1,4,6,1.29,3.84,1,0.085069,0.97868,0.026571,0.17292,2.3907,124.18,1960.6,0.052036,0.022622,0.011256,0.80588,0.00077014,0.036159,0.16364,296.07,1.2212e+09,0.0016115,0.0069471,15.274,5.8044,2.5626,22.299,0.34389,6.0393e-06,322.33
1,5,1,0.529,141,1,1.0897,15.606,1.2637,12.262,22.288,1609.5,28134,0.24365,0.10835,1.6098,154.3,1.9987,178.63,6.1746,27349,8.4934e+10,0.02588,0.069582,30.505,20.621,19.126,83.857,15.833,3.3939e-05,16074
1,5,2,0.591,125,1,0.94781,12.83,0.95215,8.6092,18.688,1391.8,22714,0.24757,0.10482,1.1424,97.269,1.0914,85.625,4.1881,19049,6.0035e+10,0.025044,0.062847,30.362,19.479,17.108,93.463,12.065,3.0268e-05,12583
1,5,3,0.669,56.5,1,0.63348,7.6021,0.53943,4.1993,13.004,928.16,15534,0.18965,0.078771,0.54102,35.727,0.36155,20.866,2.3836,9254.6,3.2881e+10,0.01682,0.039888,25.005,14.355,11.5,74.198,6.2951,2.2392e-05,7088.5
1,5,4,0.862,56.1,1,0.28373,2.9036,0.13943,0.81085,6.4428,403.18,7129.6,0.122,0.043946,0.10937,5.2306,0.021535,0.64224,0.82059,1909.8,8.9246e+09,0.0077741,0.01764,18.789,8.7184,5.5925,52.401,1.6576,1.2524e-05,1993.3
1,5,5,1.03,61.9,1,0.17851,1.9641,0.065183,0.39428,4.5362,256.47,4029,0.088474,0.036019,0.046669,2.5434,0.0048876,0.15543,0.47936,972.95,4.2396e+09,0.0044912,0.012927,17.433,7.4558,4.2171,38.731,0.7833,9.8814e-06,965.82
1,5,6,1.25,41.7,1,0.12341,1.424,0.034157,0.21382,3.1211,173.61,2849,0.069669,0.026267,0.021745,1.4796,0.0011144,0.044187,0.279,472.76,2.4487e+09,0.0031582,0.0093796,15.277,6.1736,2.9918,31.943,0.37298,6.7954e-06,541.92
1,6,1,0.542,73.4,1,1.0115,14.076,1.2174,11.606,23.897,1485,25652,0.23201,0.10666,1.3114,119.88,1.7131,148.77,6.378,22064,7.1242e+10,0.022838,0.064322,31.374,20.802,18.766,93.409,16.081,2.9025e-05,13922
1,6,2,0.597,69.4,1,0.77824,10.264,0.83944,7.4145,17.482,1142,20564,0.20207,0.089153,0.83398,67.01,0.87381,64.839,3.7514,14111,4.9454e+10,0.018626,0.05018,27.04,17.04,14.55,83.059,10.334,2.281e-05,9580.3
1,6,3,0.681,50.2,1,0.56168,6.5154,0.47565,3.611,11.977,822.01,13777,0.1643,0.071665,0.40725,25.554,0.26309,14.359,2.0001,7131.5,2.6354e+10,0.012599,0.034208,24.309,13.494,10.456,63.344,5.7671,1.9326e-05,5694.5
1,6,4,0.826,19,1,0.29155,2.9429,0.16443,0.96701,7.0857,418.26,7103.7,0.10991,0.043927,0.11181,5.3096,0.02891,0.9121,0.91028,2037.7,8.9144e+09,0.0065185,0.017605,19.171,8.8877,5.7784,45.761,2.0452,1.2146e-05,2164.2
1,6,5,1.01,11.5,1,0.18187,1.9184,0.072221,0.42934,4.4782,266.54,4158.3,0.075671,0.033912,0.046112,2.315,0.0055331,0.16814,0.40248,1045.9,4.2522e+09,0.0031178,0.012404,17.491,7.3327,4.097,30.288,0.90378,9.5175e-06,1055.3
1,6,6,1.16,13.3,1,0.12963,1.4713,0.042922,0.2693,3.5636,194.01,3334.1,0.065863,0.028447,0.025477,1.6001,0.0021181,0.083111,0.31601,603.48,2.9201e+09,0.0023872,0.010002,16.138,6.5364,3.3469,26.685,0.57441,8.0179e-06,643.91
1,7,1,0.511,88.9,1,0.97376,13.592,1.1412,11.068,22.002,1432.7,22607,0.23853,0.10365,1.0984,103.5,1.3693,122.98,4.8193,18665,5.2105e+10,0.022505,0.061117,31.147,20.177,17.988,95.548,14.267,2.6095e-05,12789
1,7,2,0.568,67.6,1,0.75508,9.8142,0.75526,6.6762,15.808,1101.3,16630,0.21206,0.093178,0.65617,53.198,0.59873,44.91,2.779,11188,3.2581e+10,0.018142,0.049029,29.229,17.653,14.662,82.026,9.7251,2.3712e-05,8733.7
1,7,3,0.68,55.1,1,0.45409,5.0464,0.37451,2.7145,9.95,662.63,10329,0.14675,0.064115,0.26243,15.276,0.15799,7.8813,1.397,4619.2,1.6252e+10,0.010531,0.027455,23.261,12.259,9.0842,60.416,4.5692,1.6557e-05,4199.4
1,7,4,0.87,20,1,0.21466,2.1373,0.11033,0.61324,5.2051,313.73,5329.6,0.091368,0.036657,0.063397,2.896,0.013037,0.38031,0.4807,1372.2,6.5334e+09,0.0043908,0.013923,17.616,7.7106,4.6369,37.46,1.3228,1.0095e-05,1399.4
1,7,5,1.04,39.2,1,0.12714,1.3348,0.047876,0.27739,3.3332,181.46,3248.3,0.069211,0.027757,0.025544,1.3612,0.0027208,0.088498,0.26495,574.71,2.7898e+09,0.002739,0.0085461,15.752,6.3513,3.1934,31.076,0.5863,6.9625e-06,601.93
1,7,6,1.23,11.4,1,0.092668,1.1055,0.028707,0.19214,2.6729,130.76,2215.4,0.05791,0.022247,0.014361,1.0474,0.00097697,0.048468,0.22642,339.39,1.5579e+09,0.0021435,0.0075864,14.02,5.4906,2.5919,24.887,0.33576,5.6224e-06,359.5
1,8,1,0.5,171,1,0.82597,11.704,0.97631,9.5831,19.229,1220.2,19505,0.19415,0.095036,0.86007,83.491,1.0719,98.391,3.9751,15039,4.0278e+10,0.016769,0.053831,29.372,18.208,16.45,74.711,13.773,2.4123e-05,10348
1,8,2,0.547,104,1,0.71182,9.5942,0.78635,7.2655,15.426,1048,17966,0.17213,0.085818,0.64617,56.832,0.70063,58.134,2.6903,11429,3.4594e+10,0.014477,0.046182,27.018,16.138,14.027,68.657,10.177,1.9474e-05,8394
1,8,3,0.659,40.9,1,0.487,5.7572,0.41708,3.1855,10.125,709.08,11426,0.14074,0.064201,0.29252,18.878,0.19629,11.042,1.3521,5203.6,1.7815e+10,0.010005,0.02842,23.126,12.168,9.3352,56.344,4.9304,1.7684e-05,4464.5
1,8,4,0.822,29,1,0.24892,2.5042,0.14397,0.84035,5.867,363.6,6183.8,0.095919,0.038193,0.079164,3.6941,0.021935,0.67626,0.62701,1700.5,7.6622e+09,0.0046304,0.0146,18.113,8.0114,5.0691,37.217,1.7362,1.0929e-05,1527.2
1,8,5,0.938,46.9,1,0.17356,1.7306,0.078397,0.44508,4.411,254.56,3642.1,0.071645,0.029549,0.039311,1.7658,0.0063071,0.17137,0.36073,1028.6,3.374e+09,0.0027043,0.0092783,16.636,6.6734,3.6214,28.064,0.91908,8.6475e-06,875.48
1,8,6,1.14,41,1,0.11448,1.2841,0.039587,0.24805,2.9245,165.51,2485.3,0.060938,0.025973,0.019787,1.226,0.0018105,0.0757,0.19665,498.85,1.8412e+09,0.0019886,0.0083177,15.908,6.3059,3.0358,28.316,0.48916,6.0545e-06,483.48
2,1,2,0.6,69.5,1,2.1384,26.875,2.0315,16.952,60.043,2994.3,48221,0.33718,0.13026,4.1433,310.28,3.1615,214.42,37.017,79177,2.0352e+11,0.04891,0.088966,35.69,24.842,24.93,126.03,23.826,4.2658e-05,60946
2,1,3,0.658,42.1,1,1.7697,20.15,1.5055,11.263,48.731,2464,37230,0.30204,0.1112,2.7658,170.04,1.6828,91.776,25.797,52931,1.4124e+11,0.040263,0.067001,32.383,20.707,19.828,115.09,16.986,3.6964e-05,44643
2,1,4,0.85,23,1,0.94497,9.2554,0.5443,3.1135,27.26,1288.2,19787,0.19675,0.070823,0.77837,35.203,0.19095,5.9814,10.018,15787,5.8261e+10,0.018541,0.035586,24.83,13.051,10.408,71.328,6.0318,2.6458e-05,16413
2,1,5,1.01,11.5,1,0.51793,5.4096,0.19867,1.1507,16.245,726.36,10976,0.12991,0.054101,0.27144,14.22,0.026743,0.84131,4.6532,6424.8,2.3463e+10,0.0081399,0.022803,21.865,9.8974,6.7122,47.078,2.2782,2.0357e-05,7167.8
2,1,6,1.23,14.1,1,0.32884,3.6166,0.097312,0.57443,10.199,461.07,6791.2,0.0982,0.043149,0.12619,7.8707,0.0070195,0.26569,2.2736,3265.5,1.1711e+10,0.0049664,0.017513,19.733,8.5001,4.9854,37.217,1.1384,1.6288e-05,3920.4
2,2,2,0.565,135,1,2.8615,37.526,2.6489,23.706,75.719,4059.1,56844,0.42932,0.16294,6.3839,525.23,4.9003,381.41,48.989,1.2416e+05,2.7649e+11,0.064669,0.11868,43.237,31.643,32.808,157.1,34.122,5.379e-05,86350
2,2,3,0.642,84.7,1,1.924,23.296,1.547,12.287,47.21,2642.3,38519,0.32352,0.1176,3.2747,229.27,1.842,113.99,24.055,63172,1.6486e+11,0.043214,0.077107,32.871,22.08,21.415,114.74,19.322,3.9827e-05,49718
2,2,4,0.836,45.1,1,0.92994,9.2307,0.49288,2.8379,24.844,1301.4,19366,0.20165,0.07184,0.77798,39.148,0.16761,5.8152,9.2015,16112,5.3522e+10,0.019299,0.036646,24.411,12.92,10.491,73.374,5.9737,2.7703e-05,17279
2,2,5,1.02,45.5,1,0.56803,6.0759,0.22199,1.3425,15.439,805.89,13364,0.15594,0.059136,0.34442,20.875,0.038013,1.6394,4.3305,7461.2,3.2231e+10,0.011401,0.026824,22.228,10.675,7.4935,59.424,2.874,2.1504e-05,8561
2,2,6,1.21,44.8,1,0.36504,4.019,0.10764,0.6682,10.097,519.38,8327.8,0.11178,0.048667,0.16036,9.6794,0.0092358,0.36862,2.1357,3762,1.4791e+10,0.0064615,0.020839,20.211,9.0036,5.6662,41.673,1.3676,1.6975e-05,4833.3
2,2,7,1.4,29.7,1,0.29223,3.6475,0.072254,0.5058,8.9787,419.31,6397.4,0.1007,0.049826,0.10009,7.9189,0.0037758,0.20896,1.8044,2436.8,1.1004e+10,0.0049632,0.020968,20.852,9.2264,5.477,37.228,0.91974,1.6617e-05,3248.5
2,3,2,0.583,76.2,1,2.8742,37.441,2.3026,20.068,51.285,4054,57208,0.49888,0.15218,6.8425,551.82,3.6664,270.16,25.709,1.5265e+05,3.2821e+11,0.098157,0.1164,38.341,29.942,28.392,198.86,26.875,5.1078e-05,1.0907e+05
2,3,3,0.695,40.3,1,2.0654,23.787,1.3539,10.205,34.931,2920.6,40414,0.43347,0.13454,3.4949,223.1,1.2451,69.12,14.016,76933,1.8235e+11,0.078355,0.088494,35.014,24.621,21.346,178.09,15.558,4.3565e-05,66113
2,3,4,0.872,78.7,1,1.1165,10.897,0.48975,2.7198,21.337,1523.8,20590,0.31226,0.088909,1.0053,50.264,0.14073,4.7495,6.5414,21317,6.3191e+10,0.042546,0.049808,27.768,15.951,12.136,137.13,5.5376,3.1935e-05,24847
2,3,5,1.03,15.6,1,0.62367,6.3743,0.19647,1.1041,12.73,849.3,12225,0.21441,0.0642,0.38191,19.604,0.026238,0.81271,2.9622,8025.4,2.6836e+10,0.02334,0.031794,22.675,11.658,7.8591,93.245,2.1895,2.3394e-05,11349
2,3,6,1.22,0.115,1,0.39632,4.2129,0.096213,0.53699,8.5483,539.91,8560.3,0.16947,0.052751,0.17076,10.144,0.0063074,0.21478,1.6927,3654.8,1.4807e+10,0.016489,0.025195,20.113,9.7326,6.0753,77.856,1.0318,1.7597e-05,6196.9
2,3,7,1.39,25,1,0.33868,3.8851,0.073695,0.45411,7.177,450.29,6699.7,0.16141,0.054512,0.12274,8.6552,0.0035161,0.15557,1.3021,2534.9,1.0409e+10,0.014577,0.024992,21.047,10.042,5.9771,78.549,0.75767,1.567e-05,4669.8
2,4,2,0.632,44.7,1,2.0533,25.621,1.6807,13.727,52.088,2861.4,40818,0.35117,0.13301,3.5674,261.67,2.0458,131.33,27.729,69625,1.6144e+11,0.047235,0.089326,36.258,24.608,23.947,130.49,21.61,4.2416e-05,57210
2,4,3,0.711,35.2,1,1.6005,17.549,1.1858,8.4345,41.105,2180.6,30354,0.28835,0.10366,2.1387,123.79,0.97238,47.297,19.255,42234,1.1087e+11,0.034518,0.060975,30.62,18.983,17.451,105.9,13.833,3.6886e-05,38774
2,4,4,0.879,17.2,1,0.79676,7.8647,0.38997,2.1648,21.577,1103.9,17237,0.19188,0.068315,0.58331,28.809,0.10146,3.3551,7.1332,12124,4.277e+10,0.017077,0.033563,23.884,12.199,9.3696,73.061,4.4967,2.514e-05,14427
2,4,5,1.08,8.87,1,0.48999,5.0649,0.17478,0.9915,14.582,688.56,10537,0.1401,0.053987,0.25503,13.602,0.022746,0.75044,3.8486,5595.1,2.0443e+10,0.0098578,0.023171,21.494,9.864,6.5884,53.402,2.1098,2.0144e-05,7105.6
2,4,6,1.29,0.553,1,0.31846,3.6338,0.088022,0.55926,9.6442,454.07,6608.8,0.1071,0.048333,0.11718,8.1769,0.0056787,0.266,2.0855,2793.6,1.0505e+10,0.005989,0.01996,20.427,8.9893,5.4326,39.087,1.0798,1.6699e-05,3902.5
2,5,1,0.542,168,1,3.5836,49.189,3.5306,33.245,81.571,5080.2,84304,0.48449,0.16914,10.851,974.87,9.2812,806.65,61.582,2.1913e+05,5.2937e+11,0.084294,0.13449,43.755,34.845,36.713,173.05,42.586,6.4321e-05,1.3421e+05
2,5,2,0.616,104,1,2.9517,37.435,2.6032,22.147,64.284,4159.5,59830,0.44823,0.16348,7.0417,532.15,4.9144,346.45,38.845,1.4198e+05,3.298e+11,0.071595,0.12045,41.53,31.276,31.093,175.15,29.699,6.1123e-05,97281
2,5,3,0.689,83.1,1,2.1314,24.493,1.5855,11.921,45.09,2974.2,43112,0.37698,0.13166,3.7885,234.61,1.7895,98.032,22.134,75626,1.9256e+11,0.053602,0.084529,35.17,24.137,22.389,146.55,18.005,4.625e-05,60733
2,5,4,0.884,51.6,1,0.97621,9.6025,0.45193,2.5219,21.557,1348.3,20901,0.25736,0.079417,0.85233,44.021,0.13878,4.7855,7.1628,16974,5.7695e+10,0.027447,0.042325,25.81,14.211,11.032,101.24,5.3676,3.0707e-05,19207
2,5,5,1.07,28.3,1,0.58723,6.2132,0.19808,1.1874,13.466,813.96,11386,0.20501,0.064959,0.35505,21.78,0.028441,1.1788,3.594,7062.4,2.2817e+10,0.018369,0.030535,23.254,11.736,7.9626,87.533,2.5289,2.3411e-05,9494.1
2,5,6,1.27,28.9,1,0.3877,4.3355,0.1009,0.64608,9.4692,541.95,7623.9,0.15926,0.0546,0.17071,11.575,0.0075102,0.35954,2.0548,3506.1,1.2198e+10,0.012156,0.024503,21.607,10.209,6.2596,70.072,1.282,1.8341e-05,5506.8
2,6,1,0.558,79.5,1,3.0689,41.655,3.073,28.373,80.867,4386.8,73562,0.44547,0.16679,7.8314,691.1,7.0109,578.15,60.179,1.5709e+05,4.1285e+11,0.071199,0.12786,44.389,34.357,35.693,166.47,41.665,5.3542e-05,1.025e+05
2,6,2,0.621,73.6,1,2.3991,29.445,2.1132,17.505,58.471,3386,51342,0.38852,0.14551,4.7252,341.97,3.342,226.5,32.78,92725,2.4906e+11,0.05466,0.099524,39.105,27.827,27.404,150.06,25.79,4.7442e-05,67639
2,6,3,0.706,36.9,1,1.6762,18.691,1.2352,9.003,39.557,2356.2,38138,0.31358,0.11241,2.5173,146.75,1.1755,59.767,18.432,49067,1.518e+11,0.039793,0.067943,31.529,20.41,18.859,119.28,14.674,3.9661e-05,41913
2,6,4,0.809,38.2,1,1.0746,10.353,0.58428,3.3517,26.464,1495,23042,0.23763,0.081658,0.99389,42.697,0.22998,6.858,9.486,19628,6.6421e+10,0.023898,0.041627,26.62,14.518,11.905,93.67,6.5637,3.0293e-05,21302
2,6,5,0.996,11.8,1,0.58231,5.9125,0.21134,1.1879,15.646,804.9,12442,0.1576,0.061702,0.3203,15.588,0.029465,0.79786,4.3217,6716.4,2.4794e+10,0.012092,0.028501,22.594,11.013,7.6269,59.972,2.3654,2.2752e-05,8830.7
2,6,6,1.16,5.6,1,0.37139,3.9342,0.10879,0.6115,10.578,505.74,8026,0.11426,0.047758,0.15106,8.5159,0.0083132,0.2589,2.3011,3216.4,1.3961e+10,0.0070659,0.021078,19.693,8.9383,5.6081,41.789,1.2333,1.7717e-05,4648.3
2,7,1,0.499,164,1,3.0268,41.977,2.8542,27.194,75.967,4313.9,65105,0.43478,0.16247,7.5071,703.13,5.867,515.22,50.377,1.5208e+05,3.286e+11,0.069215,0.12403,42.523,32.957,33.718,161.08,37.298,5.7149e-05,1.0284e+05
2,7,2,0.525,133,1,3.1113,41.01,3.0182,27.516,80.221,4409.7,63404,0.44889,0.16866,7.5439,636.91,6.2725,510.82,54.345,1.5163e+05,3.2929e+11,0.070616,0.12693,43.215,33.082,33.662,168.45,33.888,5.863e-05,1.0314e+05
2,7,3,0.639,71.1,1,1.8435,20.662,1.3721,10.105,44.072,2561.9,40165,0.32735,0.11956,2.7725,164.65,1.2561,66.019,20.464,55920,1.5478e+11,0.042359,0.074963,33.202,21.93,20.107,128.99,15.004,4.1047e-05,49910
2,7,4,0.84,35.1,1,0.88235,8.5826,0.41077,2.3157,22.635,1181.6,17745,0.2026,0.070628,0.70042,30.862,0.10449,3.0176,7.0825,13801,4.4873e+10,0.018788,0.035629,24.265,12.794,9.8568,82.017,4.5419,2.6253e-05,16883
2,7,5,1.03,36.7,1,0.48136,5.0636,0.16525,0.9643,12.722,667.8,10241,0.14618,0.057795,0.25599,13.465,0.020281,0.65036,3.0165,5298.6,1.7755e+10,0.010733,0.025151,21.589,10.346,6.9087,58.068,2.0031,2.0189e-05,7331.6
2,7,6,1.2,33.5,1,0.34909,3.8212,0.09525,0.57494,9.2326,488.55,7972.7,0.12403,0.049452,0.13846,8.6918,0.0064982,0.25031,1.8645,3094.7,1.3362e+10,0.0080527,0.021308,20.164,9.1957,5.7281,47.016,1.1591,1.7398e-05,4732.7
2,8,1,0.536,173,1,2.9825,40.028,2.9579,27.281,80.601,4233.9,62574,0.43344,0.1626,7.2484,626.43,6.1811,507.77,55.827,1.4526e+05,3.0788e+11,0.066865,0.12245,42.521,32.103,33.693,161.03,36.441,4.9619e-05,99888
2,8,2,0.568,127,1,2.6109,34.071,2.3854,20.831,65.988,3671,52817,0.40286,0.14813,5.6329,454.42,3.9965,295.51,39.503,1.1151e+05,2.4541e+11,0.060001,0.10629,38.902,28.318,28.943,152.44,28.433,4.7285e-05,82382
2,8,3,0.671,64,1,1.8474,21.595,1.3855,10.543,43.534,2575.1,39690,0.32991,0.12043,2.886,187.13,1.3498,75.995,20.153,55515,1.507e+11,0.042538,0.074452,33.463,21.752,20.573,124.65,16.434,4.3525e-05,47828
2,8,4,0.833,40.2,1,0.96925,9.3922,0.50757,2.8628,24.344,1332.9,20296,0.23019,0.076635,0.83614,39.889,0.16991,5.619,8.3076,16102,5.2119e+10,0.022255,0.038243,25.941,13.816,11,95.929,5.9239,2.8575e-05,18400
2,8,5,0.999,55,1,0.59318,6.0491,0.24498,1.4179,16.183,823.69,12770,0.16588,0.058685,0.37077,19.244,0.048537,1.6272,4.6581,7581.6,2.756e+10,0.013248,0.027555,21.749,10.858,7.6273,69.488,2.9953,2.0041e-05,9517.7
2,8,6,1.14,24.1,1,0.41136,4.2406,0.12947,0.73646,11.126,580.17,8286.9,0.13498,0.048552,0.18363,10.946,0.012666,0.4813,2.5832,4139.8,1.5433e+10,0.0085133,0.020686,20.509,9.2279,5.8294,54.56,1.586,1.8294e-05,5715
3,1,2,0.611,65.8,1,4.3328,53.245,3.9071,31.515,127.95,5959.1,93034,0.49045,0.16459,16.201,1168,10.637,685.94,161.79,3.0282e+05,7.5514e+11,0.09511,0.12522,43.762,33.342,37.289,181.02,44.441,6.0503e-05,1.7366e+05
3,1,3,0.702,54.4,1,2.8563,31.15,2.1154,14.589,84.748,3873.7,63332,0.37931,0.121,7.2994,412.83,3.1381,145.29,84.123,1.348e+05,4.1485e+11,0.063065,0.082493,33.736,22.969,23.596,140.99,23.408,4.8207e-05,92680
3,1,4,0.842,33.3,1,1.7337,16.759,0.96721,5.3013,52.634,2322.3,36712,0.28815,0.090811,2.6745,119.7,0.57605,16.124,40.308,50608,1.6879e+11,0.038653,0.053983,27.976,16.197,14.233,108.73,9.6846,3.8653e-05,45216
3,1,5,1.04,31.5,1,1.0062,10.027,0.4081,2.1397,31.236,1341.6,20912,0.19651,0.069589,1.0099,50.668,0.10766,3.0682,17.82,19961,7.2466e+10,0.020349,0.035964,23.776,12.142,9.1537,76.805,4.2102,2.6996e-05,20541
3,1,6,1.19,26.1,1,0.75779,7.9005,0.25872,1.4134,22.698,983.57,15068,0.15789,0.058244,0.63756,38.081,0.043885,1.6216,10.671,12823,4.4541e+10,0.014708,0.030282,21.227,10.366,7.2965,58.491,2.5973,2.3663e-05,14754
3,1,7,1.43,2.6,1,0.50217,5.9513,0.13554,0.85359,15.961,672.47,10890,0.12587,0.054517,0.32164,23.94,0.014116,0.67093,6.574,6792.2,2.9039e+10,0.0092239,0.025772,20.953,9.7642,6.1304,46.379,1.5301,1.9752e-05,7907.3
3,2,2,0.574,174,1,5.4793,70.459,4.9702,43.69,157,7682.3,1.1829e+05,0.59682,0.19316,23.329,1839.6,16.612,1261.2,213.12,4.5701e+05,1.0724e+12,0.11948,0.1566,51.03,40.537,46.823,206.79,60.218,9.5086e-05,2.437e+05
3,2,3,0.65,121,1,3.7407,43.788,2.9456,22.367,99.166,5148.6,80305,0.45526,0.14695,12.377,799.08,6.3765,358.61,110.32,2.3877e+05,6.2651e+11,0.081442,0.10657,38.395,27.853,30.298,157.97,32.185,5.9272e-05,1.4527e+05
