0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471
0.474,0.467,0.473,0.474,0.474,0.475,0.475,0.472,0.472
0.478,0.474,0.476,0.477,0.478,0.478,0.47,0.476,0.475
0.42,0.432,0.444,0.45,0.438,0.444,0.454,0.378,0.36
0.46,0.421,0.445,0.465,0.461,0.446,0.45,0.447,0.441
0.596,0.531,0.522,0.601,0.585,0.538,0.544,0.597,0.613
